timestamp_utc,run,epoch,scenario,estimator,rule,gamma,lam,arrivals,pending_before,assigned,running,completed_this_epoch,completed_total,evicted_total,moves_this_epoch,constrained_tasks,overcommitted_nodes,solver_ms,solver_status,objective,est_cpu_err_mean,est_cpu_err_p90
2026-09-04T00:03:55.778539+00:00,2,15,window-avg,sketch,window,10,1.0,56,241,82,99,42,669,0,2,19,6,3507.728,OPTIMAL,4040.000000,3.4458,10.6024
2026-09-04T00:04:00.504132+00:00,2,16,static,static,request,0,0.0,73,328,36,88,38,660,0,0,1,1,732.064,OPTIMAL,36.000000,39.4401,87.3096
2026-09-04T00:04:01.586994+00:00,2,16,dynamic,sketch,p50,0,0.0,73,264,43,97,43,722,0,0,17,6,1010.609,OPTIMAL,43.000000,0.7613,1.4282
2026-09-04T00:04:13.834669+00:00,2,16,reassign,static,request,10,1.0,73,330,78,87,43,661,0,0,4,4,12233.585,OPTIMAL,4038.000000,39.5532,92.8091
2026-09-04T00:04:24.646224+00:00,2,16,dynamic+reassign,sketch,p50,10,1.0,73,273,83,100,39,710,0,0,12,3,10755.314,OPTIMAL,4043.000000,0.7096,1.2536
2026-09-04T00:04:30.663365+00:00,2,16,es,es,p50,10,1.0,73,279,85,94,47,712,0,0,22,6,4978.796,OPTIMAL,4045.000000,0.6649,1.2560
2026-09-04T00:04:53.156132+00:00,2,16,p90,sketch,p90,10,1.0,73,310,80,88,47,682,0,1,10,4,22438.401,OPTIMAL,4039.000000,12.8977,14.1044
2026-09-04T00:05:23.312950+00:00,2,16,avg,sketch,avg,10,1.0,73,269,83,102,39,712,0,0,16,5,30093.727,FEASIBLE,4043.000000,0.0000,0.0000
2026-09-04T00:05:41.461137+00:00,2,16,p50-1.2xalloc,sketch,p50bump,10,1.0,73,282,80,97,42,701,0,4,18,5,18084.950,OPTIMAL,4036.000000,5.0360,19.4121
2026-09-04T00:06:11.630181+00:00,2,16,window-avg,sketch,window,10,1.0,73,272,83,99,43,712,0,1,14,5,30115.644,FEASIBLE,4042.000000,3.1094,9.0446
2026-09-04T00:06:15.869961+00:00,2,17,static,static,request,0,0.0,57,349,37,85,40,700,0,0,1,1,844.781,OPTIMAL,37.000000,44.5376,82.4134
2026-09-04T00:06:20.408789+00:00,2,17,dynamic,sketch,p50,0,0.0,57,278,47,102,42,764,0,0,14,5,4475.310,OPTIMAL,47.000000,0.5841,1.0098
2026-09-04T00:06:21.911627+00:00,2,17,reassign,static,request,10,1.0,57,349,74,84,37,698,0,0,5,3,1492.219,OPTIMAL,4034.000000,43.0366,82.4134
2026-09-04T00:06:38.726623+00:00,2,17,dynamic+reassign,sketch,p50,10,1.0,57,287,87,101,46,756,0,1,13,4,16765.836,OPTIMAL,4046.000000,0.6515,1.1111
2026-09-04T00:06:55.629666+00:00,2,17,es,es,p50,10,1.0,57,291,86,101,39,751,0,1,15,5,15973.094,OPTIMAL,4045.000000,0.5561,1.0350
2026-09-04T00:07:05.498698+00:00,2,17,p90,sketch,p90,10,1.0,57,327,82,94,36,718,0,1,12,4,9812.411,OPTIMAL,4041.000000,13.2306,14.5175
2026-09-04T00:07:35.814756+00:00,2,17,avg,sketch,avg,10,1.0,57,283,86,96,52,764,0,0,7,2,30261.457,FEASIBLE,4046.000000,0.0000,0.0000
2026-09-04T00:08:05.995169+00:00,2,17,p50-1.2xalloc,sketch,p50bump,10,1.0,57,299,83,96,44,745,0,2,8,3,30127.863,FEASIBLE,4041.000000,3.5585,14.1150
2026-09-04T00:08:14.473064+00:00,2,17,window-avg,sketch,window,10,1.0,57,286,86,100,45,757,0,0,7,2,8415.457,OPTIMAL,4046.000000,4.5821,12.1389
2026-09-04T00:08:19.068363+00:00,2,18,static,static,request,0,0.0,57,369,43,87,41,741,0,0,4,3,724.673,OPTIMAL,43.000000,30.7192,60.8245
2026-09-04T00:08:24.047453+00:00,2,18,dynamic,sketch,p50,0,0.0,57,288,48,99,51,815,0,0,10,4,4907.925,OPTIMAL,48.000000,0.6267,1.1009
2026-09-04T00:08:37.767368+00:00,2,18,reassign,static,request,10,1.0,57,372,80,86,38,736,0,0,9,5,13708.627,OPTIMAL,4040.000000,29.8806,57.4868
2026-09-04T00:09:08.039684+00:00,2,18,dynamic+reassign,sketch,p50,10,1.0,57,297,85,98,48,804,0,1,9,4,30211.554,FEASIBLE,4044.000000,0.6124,1.0299
2026-09-04T00:09:38.837556+00:00,2,18,es,es,p50,10,1.0,57,302,85,102,44,795,0,3,27,7,30120.512,FEASIBLE,4042.000000,0.5634,0.9719
2026-09-04T00:09:44.735079+00:00,2,18,p90,sketch,p90,10,1.0,57,342,82,92,44,762,0,4,15,6,5842.322,OPTIMAL,4038.000000,13.1897,14.8103
2026-09-04T00:10:14.899328+00:00,2,18,avg,sketch,avg,10,1.0,57,294,85,98,43,807,0,3,15,6,30110.105,FEASIBLE,4042.000000,0.0000,0.0000
2026-09-04T00:10:37.504538+00:00,2,18,p50-1.2xalloc,sketch,p50bump,10,1.0,57,313,86,98,44,789,0,5,10,4,22547.051,OPTIMAL,4041.000000,5.5607,16.7897
2026-09-04T00:10:41.640695+00:00,2,18,window-avg,sketch,window,10,1.0,57,297,86,100,46,803,0,1,21,7,4074.405,OPTIMAL,4045.000000,4.0025,11.6978
2026-09-04T00:11:15.712991+00:00,2,19,static,static,request,0,0.0,56,382,41,92,36,777,0,0,1,1,30066.515,FEASIBLE,41.000000,41.1361,84.3744
2026-09-04T00:11:22.166181+00:00,2,19,dynamic,sketch,p50,0,0.0,56,296,43,96,46,861,0,0,20,6,6356.943,OPTIMAL,43.000000,0.7394,1.2898
2026-09-04T00:11:52.357480+00:00,2,19,reassign,static,request,10,1.0,56,388,82,89,39,775,0,0,1,1,30181.503,FEASIBLE,4042.000000,44.6113,86.6671
2026-09-04T00:11:57.288619+00:00,2,19,dynamic+reassign,sketch,p50,10,1.0,56,308,82,98,42,846,0,0,14,4,4867.371,OPTIMAL,4042.000000,0.7603,1.2898
2026-09-04T00:12:02.716404+00:00,2,19,es,es,p50,10,1.0,56,313,85,101,46,841,0,2,18,6,4959.512,OPTIMAL,4043.000000,0.6879,1.1991
2026-09-04T00:12:08.024381+00:00,2,19,p90,sketch,p90,10,1.0,56,356,84,91,45,807,0,4,16,5,5256.774,OPTIMAL,4040.000000,13.1458,14.0275
2026-09-04T00:12:38.198705+00:00,2,19,avg,sketch,avg,10,1.0,56,305,82,98,42,849,0,2,21,6,30114.923,FEASIBLE,4040.000000,0.0000,0.0000
2026-09-04T00:13:08.380073+00:00,2,19,p50-1.2xalloc,sketch,p50bump,10,1.0,56,323,83,98,43,832,0,3,11,3,30118.907,FEASIBLE,4040.000000,5.2741,20.8933
2026-09-04T00:13:22.408094+00:00,2,19,window-avg,sketch,window,10,1.0,56,307,83,100,43,846,0,2,26,8,13965.972,OPTIMAL,4041.000000,5.8382,20.5431
2026-09-04T00:13:27.637399+00:00,2,20,static,static,request,0,0.0,77,418,43,91,44,821,0,0,10,3,724.936,OPTIMAL,43.000000,46.1910,95.5590
2026-09-04T00:13:28.143069+00:00,2,20,dynamic,sketch,p50,0,0.0,77,330,44,101,39,900,0,0,12,5,431.834,OPTIMAL,44.000000,0.7199,1.2655
2026-09-04T00:13:43.286580+00:00,2,20,reassign,static,request,10,1.0,77,423,80,90,39,814,0,0,8,3,15131.701,OPTIMAL,4040.000000,46.3974,101.9657
2026-09-04T00:13:58.027702+00:00,2,20,dynamic+reassign,sketch,p50,10,1.0,77,343,82,91,49,895,0,2,10,3,14687.662,OPTIMAL,4040.000000,0.7193,1.2655
2026-09-04T00:14:08.969747+00:00,2,20,es,es,p50,10,1.0,77,345,79,96,44,885,0,6,10,5,10164.003,OPTIMAL,4033.000000,0.6391,1.1750
2026-09-04T00:14:19.457599+00:00,2,20,p90,sketch,p90,10,1.0,77,389,80,96,35,842,0,3,10,5,10429.000,OPTIMAL,4037.000000,13.1917,14.6494
2026-09-04T00:14:49.627157+00:00,2,20,avg,sketch,avg,10,1.0,77,340,80,91,47,896,0,3,17,6,30112.585,FEASIBLE,4037.000000,0.0000,0.0000
2026-09-04T00:15:19.937474+00:00,2,20,p50-1.2xalloc,sketch,p50bump,10,1.0,77,357,82,93,47,879,0,1,17,6,30253.036,FEASIBLE,4041.000000,4.3581,12.5465
2026-09-04T00:15:45.242803+00:00,2,20,window-avg,sketch,window,10,1.0,77,341,83,95,48,894,0,1,17,6,25246.833,OPTIMAL,4042.000000,3.8872,16.4985
2026-09-04T00:15:50.343942+00:00,2,21,static,static,request,0,0.0,42,417,40,86,45,866,0,0,4,2,1112.338,OPTIMAL,40.000000,50.3840,105.1260
2026-09-04T00:15:51.474809+00:00,2,21,dynamic,sketch,p50,0,0.0,42,328,45,104,42,942,0,0,31,11,1054.548,OPTIMAL,45.000000,0.6548,1.2662
2026-09-04T00:15:54.783293+00:00,2,21,reassign,static,request,10,1.0,42,425,80,85,45,859,0,0,8,3,3296.524,OPTIMAL,4040.000000,43.6241,87.1156
2026-09-04T00:15:57.753515+00:00,2,21,dynamic+reassign,sketch,p50,10,1.0,42,343,82,99,34,929,0,2,16,6,2911.291,OPTIMAL,4040.000000,0.6574,1.2495
2026-09-04T00:16:02.795104+00:00,2,21,es,es,p50,10,1.0,42,348,82,98,40,925,0,4,13,6,3934.940,OPTIMAL,4038.000000,0.5762,1.1303
2026-09-04T00:16:32.993490+00:00,2,21,p90,sketch,p90,10,1.0,42,391,78,85,49,891,0,3,16,6,30150.381,FEASIBLE,4035.000000,13.2199,14.2275
2026-09-04T00:17:03.159706+00:00,2,21,avg,sketch,avg,10,1.0,42,342,83,99,35,931,0,4,17,6,30105.605,FEASIBLE,4039.000000,0.0000,0.0000
2026-09-04T00:17:33.329994+00:00,2,21,p50-1.2xalloc,sketch,p50bump,10,1.0,42,357,81,99,35,914,0,5,19,8,30107.162,FEASIBLE,4036.000000,4.7526,19.0212
2026-09-04T00:17:41.197493+00:00,2,21,window-avg,sketch,window,10,1.0,42,340,82,101,36,930,0,1,22,8,7804.078,OPTIMAL,4041.000000,3.6976,10.7550
2026-09-04T00:17:47.258663+00:00,2,22,static,static,request,0,0.0,55,432,36,85,37,903,0,0,8,3,1830.388,OPTIMAL,36.000000,42.5868,83.7657
2026-09-04T00:17:48.537249+00:00,2,22,dynamic,sketch,p50,0,0.0,55,338,45,106,43,985,0,0,11,4,1200.178,OPTIMAL,45.000000,0.7052,1.2865
2026-09-04T00:18:08.674166+00:00,2,22,reassign,static,request,10,1.0,55,440,81,83,43,902,0,0,10,3,20124.467,OPTIMAL,4041.000000,45.0836,83.7657
2026-09-04T00:18:21.143095+00:00,2,22,dynamic+reassign,sketch,p50,10,1.0,55,356,89,102,46,975,0,2,22,7,12406.158,OPTIMAL,4047.000000,0.6760,1.2216
2026-09-04T00:18:34.947556+00:00,2,22,es,es,p50,10,1.0,55,361,89,99,48,973,0,1,15,6,12986.413,OPTIMAL,4048.000000,0.6358,1.1516
2026-09-04T00:18:37.832729+00:00,2,22,p90,sketch,p90,10,1.0,55,408,81,92,34,925,0,2,8,2,2827.658,OPTIMAL,4039.000000,12.9138,14.6238
2026-09-04T00:18:44.266370+00:00,2,22,avg,sketch,avg,10,1.0,55,354,88,102,45,976,0,2,8,4,6377.594,OPTIMAL,4046.000000,0.0000,0.0000
2026-09-04T00:18:54.862489+00:00,2,22,p50-1.2xalloc,sketch,p50bump,10,1.0,55,371,83,98,44,958,0,4,16,5,10536.586,OPTIMAL,4039.000000,4.5596,18.4092
2026-09-04T00:19:25.139547+00:00,2,22,window-avg,sketch,window,10,1.0,55,353,87,100,48,978,0,1,10,4,30216.600,FEASIBLE,4046.000000,3.4315,11.9368
2026-09-04T00:19:32.720794+00:00,2,23,static,static,request,0,0.0,74,470,41,90,36,939,0,0,4,4,3996.410,OPTIMAL,41.000000,42.7319,84.4395
2026-09-04T00:19:34.467615+00:00,2,23,dynamic,sketch,p50,0,0.0,74,367,43,105,44,1029,0,0,30,8,1677.407,OPTIMAL,43.000000,0.6894,1.1203
2026-09-04T00:19:37.366927+00:00,2,23,reassign,static,request,10,1.0,74,473,79,92,30,932,0,0,5,3,2890.196,OPTIMAL,4039.000000,41.9996,82.3896
2026-09-04T00:20:07.532491+00:00,2,23,dynamic+reassign,sketch,p50,10,1.0,74,381,78,106,34,1009,0,4,26,8,30098.605,FEASIBLE,4034.000000,0.6672,1.1602
2026-09-04T00:20:38.063811+00:00,2,23,es,es,p50,10,1.0,74,386,79,106,32,1005,0,3,22,8,30101.917,FEASIBLE,4036.000000,0.6042,1.0502
2026-09-04T00:20:40.304142+00:00,2,23,p90,sketch,p90,10,1.0,74,441,82,92,42,967,0,2,15,6,2186.132,OPTIMAL,4040.000000,13.0859,14.4306
2026-09-04T00:20:50.727279+00:00,2,23,avg,sketch,avg,10,1.0,74,380,80,107,35,1011,0,3,27,9,10357.961,OPTIMAL,4037.000000,0.0000,0.0000
2026-09-04T00:20:58.658724+00:00,2,23,p50-1.2xalloc,sketch,p50bump,10,1.0,74,402,84,101,41,999,0,2,12,4,7869.068,OPTIMAL,4042.000000,4.5593,17.5063
2026-09-04T00:21:28.853002+00:00,2,23,window-avg,sketch,window,10,1.0,74,380,81,104,37,1015,0,4,16,6,30131.620,FEASIBLE,4037.000000,3.9914,12.4315
2026-09-04T00:22:03.052665+00:00,2,24,static,static,request,0,0.0,68,497,41,94,37,976,0,0,11,6,30106.305,FEASIBLE,41.000000,40.7832,81.9481
2026-09-04T00:22:04.308866+00:00,2,24,dynamic,sketch,p50,0,0.0,68,392,43,104,44,1073,0,0,20,8,1183.889,OPTIMAL,43.000000,0.5845,1.0637
2026-09-04T00:22:13.953281+00:00,2,24,reassign,static,request,10,1.0,68,502,84,94,42,974,0,0,7,4,9634.429,OPTIMAL,4044.000000,41.8371,84.4322
2026-09-04T00:22:18.446615+00:00,2,24,dynamic+reassign,sketch,p50,10,1.0,68,411,84,101,49,1058,0,3,23,8,4429.661,OPTIMAL,4041.000000,0.6025,1.0368
2026-09-04T00:22:35.243149+00:00,2,24,es,es,p50,10,1.0,68,415,82,101,47,1052,0,3,22,8,16249.426,OPTIMAL,4039.000000,0.6148,1.0336
2026-09-04T00:23:02.930378+00:00,2,24,p90,sketch,p90,10,1.0,68,467,81,98,35,1002,0,4,10,6,27624.322,OPTIMAL,4037.000000,12.9939,14.3000
2026-09-04T00:23:09.067202+00:00,2,24,avg,sketch,avg,10,1.0,68,408,80,102,45,1056,0,3,25,8,6066.780,OPTIMAL,4037.000000,0.0000,0.0000
2026-09-04T00:23:39.261156+00:00,2,24,p50-1.2xalloc,sketch,p50bump,10,1.0,68,426,80,100,41,1040,0,6,18,7,30129.094,FEASIBLE,4034.000000,3.7696,14.7645
2026-09-04T00:24:05.526105+00:00,2,24,window-avg,sketch,window,10,1.0,68,407,82,104,42,1057,0,2,30,10,26193.812,OPTIMAL,4040.000000,5.1719,16.9006
2026-09-04T00:24:12.643793+00:00,2,25,static,static,request,0,0.0,60,516,42,95,41,1017,0,0,4,3,3387.825,OPTIMAL,42.000000,48.3998,97.0321
2026-09-04T00:24:27.215510+00:00,2,25,dynamic,sketch,p50,0,0.0,60,409,41,94,51,1124,0,0,23,8,14504.235,OPTIMAL,41.000000,0.6204,1.1289
2026-09-04T00:24:30.169281+00:00,2,25,reassign,static,request,10,1.0,60,518,80,99,35,1009,0,0,4,3,2941.736,OPTIMAL,4040.000000,44.4038,95.8568
2026-09-04T00:25:00.347087+00:00,2,25,dynamic+reassign,sketch,p50,10,1.0,60,427,81,93,49,1107,0,3,11,5,30115.596,FEASIBLE,4038.000000,0.5638,1.0756
2026-09-04T00:25:14.536821+00:00,2,25,es,es,p50,10,1.0,60,433,81,92,50,1102,0,2,10,4,13508.613,OPTIMAL,4039.000000,0.5603,1.0490
2026-09-04T00:25:36.649202+00:00,2,25,p90,sketch,p90,10,1.0,60,486,80,95,43,1045,0,2,14,4,22050.681,OPTIMAL,4038.000000,12.8187,14.0488
2026-09-04T00:25:46.586617+00:00,2,25,avg,sketch,avg,10,1.0,60,428,80,91,51,1107,0,3,16,7,9878.596,OPTIMAL,4037.000000,0.0000,0.0000
2026-09-04T00:25:58.701194+00:00,2,25,p50-1.2xalloc,sketch,p50bump,10,1.0,60,446,81,96,45,1085,0,2,9,4,12054.491,OPTIMAL,4039.000000,5.5128,21.5846
2026-09-04T00:26:05.676149+00:00,2,25,window-avg,sketch,window,10,1.0,60,425,81,91,54,1111,0,3,21,7,6917.789,OPTIMAL,4038.000000,4.6829,13.3566
2026-09-04T00:26:10.944192+00:00,2,26,static,static,request,0,0.0,71,545,40,94,41,1058,0,0,8,4,1430.851,OPTIMAL,40.000000,43.6429,89.4744
2026-09-04T00:26:11.514550+00:00,2,26,dynamic,sketch,p50,0,0.0,71,439,44,96,42,1166,0,0,15,7,506.383,OPTIMAL,44.000000,0.7071,1.1942
2026-09-04T00:26:31.775634+00:00,2,26,reassign,static,request,10,1.0,71,549,79,94,44,1053,0,0,5,4,20248.829,OPTIMAL,4039.000000,41.2381,89.4744
2026-09-04T00:26:44.849052+00:00,2,26,dynamic+reassign,sketch,p50,10,1.0,71,457,82,93,42,1149,0,2,17,7,13013.163,OPTIMAL,4040.000000,0.6290,1.0933
2026-09-04T00:27:16.191422+00:00,2,26,es,es,p50,10,1.0,71,463,82,93,41,1143,0,1,19,7,30118.021,FEASIBLE,4041.000000,0.6147,1.1698
2026-09-04T00:27:18.999217+00:00,2,26,p90,sketch,p90,10,1.0,71,517,76,91,40,1085,0,2,19,6,2745.793,OPTIMAL,4034.000000,12.6954,13.8210
2026-09-04T00:27:39.126186+00:00,2,26,avg,sketch,avg,10,1.0,71,459,83,92,42,1149,0,1,18,6,20073.480,OPTIMAL,4042.000000,0.0000,0.0000
2026-09-04T00:27:51.163704+00:00,2,26,p50-1.2xalloc,sketch,p50bump,10,1.0,71,476,80,93,43,1128,0,4,19,10,11978.121,OPTIMAL,4036.000000,4.7071,15.5355
2026-09-04T00:28:03.847830+00:00,2,26,window-avg,sketch,window,10,1.0,71,455,84,92,43,1154,0,0,11,4,12629.357,OPTIMAL,4044.000000,4.3332,15.6638
2026-09-04T00:28:08.189147+00:00,2,27,static,static,request,0,0.0,44,549,34,85,43,1101,0,0,1,1,365.128,OPTIMAL,34.000000,35.1731,65.8807
2026-09-04T00:28:38.338769+00:00,2,27,dynamic,sketch,p50,0,0.0,44,439,44,91,49,1215,0,0,10,4,30084.081,FEASIBLE,44.000000,0.6024,1.0733
2026-09-04T00:28:40.205764+00:00,2,27,reassign,static,request,10,1.0,44,554,77,84,47,1100,0,0,9,5,1855.584,OPTIMAL,4037.000000,35.0763,65.3853
2026-09-04T00:29:10.527795+00:00,2,27,dynamic+reassign,sketch,p50,10,1.0,44,459,87,94,46,1195,0,2,11,5,30275.778,FEASIBLE,4045.000000,0.5396,1.0635
2026-09-04T00:29:24.494527+00:00,2,27,es,es,p50,10,1.0,44,465,85,93,45,1188,0,3,21,7,13304.937,OPTIMAL,4042.000000,0.5624,1.0572
2026-09-04T00:29:29.210807+00:00,2,27,p90,sketch,p90,10,1.0,44,525,80,88,43,1128,0,0,11,3,4657.926,OPTIMAL,4040.000000,12.7465,13.9091
2026-09-04T00:29:34.333059+00:00,2,27,avg,sketch,avg,10,1.0,44,460,85,94,43,1192,0,3,19,7,5068.347,OPTIMAL,4042.000000,0.0000,0.0000
2026-09-04T00:29:38.679450+00:00,2,27,p50-1.2xalloc,sketch,p50bump,10,1.0,44,480,83,90,46,1174,0,0,18,6,4293.385,OPTIMAL,4043.000000,2.9783,10.1496
2026-09-04T00:30:08.835149+00:00,2,27,window-avg,sketch,window,10,1.0,44,455,85,96,41,1195,0,2,26,9,30108.260,FEASIBLE,4043.000000,5.0027,28.8648
2026-09-04T00:30:13.907485+00:00,2,28,static,static,request,0,0.0,54,569,38,84,39,1140,0,0,1,1,779.743,OPTIMAL,38.000000,43.8645,72.2213
2026-09-04T00:30:15.031722+00:00,2,28,dynamic,sketch,p50,0,0.0,54,449,45,92,44,1259,0,0,5,3,1063.888,OPTIMAL,45.000000,0.5744,0.9881
2026-09-04T00:30:27.558519+00:00,2,28,reassign,static,request,10,1.0,54,571,78,87,35,1135,0,0,1,1,12515.042,OPTIMAL,4038.000000,43.8066,76.3315
2026-09-04T00:30:34.914786+00:00,2,28,dynamic+reassign,sketch,p50,10,1.0,54,466,81,97,38,1233,0,4,28,11,7292.616,OPTIMAL,4037.000000,0.6077,1.1215
2026-09-04T00:31:06.273057+00:00,2,28,es,es,p50,10,1.0,54,474,82,96,39,1227,0,2,16,8,30116.624,FEASIBLE,4040.000000,0.5485,0.9841
2026-09-04T00:31:07.923889+00:00,2,28,p90,sketch,p90,10,1.0,54,539,79,87,40,1168,0,1,7,3,1595.580,OPTIMAL,4038.000000,12.7219,13.6641
2026-09-04T00:31:27.041540+00:00,2,28,avg,sketch,avg,10,1.0,54,469,84,96,42,1234,0,3,24,9,19061.583,OPTIMAL,4041.000000,0.0000,0.0000
2026-09-04T00:31:45.978134+00:00,2,28,p50-1.2xalloc,sketch,p50bump,10,1.0,54,491,83,91,42,1216,0,1,14,6,18890.238,OPTIMAL,4042.000000,4.7993,18.9399
2026-09-04T00:31:48.685043+00:00,2,28,window-avg,sketch,window,10,1.0,54,464,82,97,41,1236,0,2,19,8,2643.923,OPTIMAL,4040.000000,5.5652,13.4662
2026-09-04T00:31:56.954619+00:00,2,29,static,static,request,0,0.0,55,586,41,81,44,1184,0,0,17,7,4546.001,OPTIMAL,41.000000,41.1027,79.7790
2026-09-04T00:32:01.263569+00:00,2,29,dynamic,sketch,p50,0,0.0,55,459,39,97,34,1293,0,0,29,9,4241.344,OPTIMAL,39.000000,0.5973,1.1239
2026-09-04T00:32:03.500091+00:00,2,29,reassign,static,request,10,1.0,55,588,79,81,45,1180,0,0,7,5,2225.845,OPTIMAL,4039.000000,39.2520,79.0664
2026-09-04T00:32:29.755505+00:00,2,29,dynamic+reassign,sketch,p50,10,1.0,55,480,79,92,44,1277,0,2,19,6,26197.786,OPTIMAL,4037.000000,0.6171,1.2037
2026-09-04T00:32:39.310482+00:00,2,29,es,es,p50,10,1.0,55,487,81,90,47,1274,0,1,21,8,9057.543,OPTIMAL,4040.000000,0.5334,1.1964
2026-09-04T00:32:59.465805+00:00,2,29,p90,sketch,p90,10,1.0,55,555,81,83,45,1213,0,6,7,4,20105.979,OPTIMAL,4035.000000,13.0034,14.4494
2026-09-04T00:33:05.495396+00:00,2,29,avg,sketch,avg,10,1.0,55,480,79,93,42,1276,0,2,14,5,5967.658,OPTIMAL,4037.000000,0.0000,0.0000
2026-09-04T00:33:35.644075+00:00,2,29,p50-1.2xalloc,sketch,p50bump,10,1.0,55,503,82,87,46,1262,0,4,20,8,30098.534,FEASIBLE,4038.000000,7.1953,24.5653
2026-09-04T00:34:05.887850+00:00,2,29,window-avg,sketch,window,10,1.0,55,477,81,91,47,1283,0,1,27,8,30185.704,FEASIBLE,4040.000000,3.3261,14.7303
