timestamp_utc,run,epoch,scenario,estimator,rule,gamma,lam,arrivals,pending_before,assigned,running,completed_this_epoch,completed_total,evicted_total,moves_this_epoch,constrained_tasks,overcommitted_nodes,mean_grant_ratio,solver_ms,solver_status,objective,est_cpu_err_mean,est_cpu_err_p90
2026-09-08T05:59:45.531246+00:00,0,0,static,static,request,10,1.0,38,38,38,38,0,0,0,0,0,0,1.0000,64.196,OPTIMAL,38.000000,,
2026-09-08T05:59:45.580755+00:00,0,0,p50,sketch,p50,10,1.0,38,38,38,38,0,0,0,0,0,0,1.0000,49.058,OPTIMAL,38.000000,,
2026-09-08T05:59:45.630152+00:00,0,0,p50-1.2xalloc,sketch,p50bump,10,1.0,38,38,38,38,0,0,0,0,0,0,1.0000,49.002,OPTIMAL,38.000000,,
2026-09-08T05:59:45.680943+00:00,0,0,avg-p50p75-1.2xalloc,sketch,avgp50p75bump,10,1.0,38,38,38,38,0,0,0,0,0,0,1.0000,50.387,OPTIMAL,38.000000,,
2026-09-08T05:59:45.730232+00:00,0,0,window-avg,sketch,window,10,1.0,38,38,38,38,0,0,0,0,0,0,1.0000,48.877,OPTIMAL,38.000000,,
2026-09-08T05:59:49.586118+00:00,0,1,static,static,request,10,1.0,23,23,61,61,0,0,0,0,0,0,1.0000,109.461,OPTIMAL,3823.000000,49.4041,89.3712
2026-09-08T05:59:49.747581+00:00,0,1,p50,sketch,p50,10,1.0,23,23,61,61,0,0,0,0,0,0,1.0000,124.929,OPTIMAL,3823.000000,8.3981,9.5742
2026-09-08T05:59:49.905411+00:00,0,1,p50-1.2xalloc,sketch,p50bump,10,1.0,23,23,61,61,0,0,0,0,0,0,1.0000,120.198,OPTIMAL,3823.000000,8.3981,9.5742
2026-09-08T05:59:50.057832+00:00,0,1,avg-p50p75-1.2xalloc,sketch,avgp50p75bump,10,1.0,23,23,61,61,0,0,0,0,0,0,1.0000,114.367,OPTIMAL,3823.000000,3.3033,3.6230
2026-09-08T05:59:50.263366+00:00,0,1,window-avg,sketch,window,10,1.0,23,23,61,61,0,0,0,0,0,0,1.0000,168.043,OPTIMAL,3823.000000,2.0807,6.0524
