timestamp_utc,run,epoch,is_warmup,seed,rows_per_epoch,backend,ingest_cpu_ms,ingest_wall_ms,ingest_rss_delta_mb
2026-09-05T13:40:41.041423+00:00,6,6,0,1006,1000000,es,49040.0000,65571.9151,-7.1953
2026-09-05T13:42:50.111073+00:00,6,7,0,1006,1000000,server,3850.0000,11412.9805,0.3242
2026-09-05T13:42:50.111073+00:00,6,7,0,1006,1000000,es,47960.0000,68640.4843,-0.1719
2026-09-05T13:44:58.155770+00:00,6,8,0,1006,1000000,server,3870.0000,11386.8402,0.0898
2026-09-05T13:44:58.155770+00:00,6,8,0,1006,1000000,es,44620.0000,66161.5247,229.4648
2026-09-05T13:47:08.199364+00:00,6,9,0,1006,1000000,server,3880.0000,11495.9900,-0.0742
2026-09-05T13:47:08.199364+00:00,6,9,0,1006,1000000,es,45250.0000,67933.9152,0.2812
2026-09-05T13:49:15.380202+00:00,7,0,0,1007,1000000,server,3870.0000,11569.6872,5.3164
2026-09-05T13:49:15.380202+00:00,7,0,0,1007,1000000,es,43700.0000,66732.9111,3.3867
2026-09-05T13:51:18.328784+00:00,7,1,0,1007,1000000,server,3910.0000,11509.1954,0.8477
2026-09-05T13:51:18.328784+00:00,7,1,0,1007,1000000,es,43780.0000,67252.3352,2.7227
2026-09-05T13:53:22.670152+00:00,7,2,0,1007,1000000,server,3880.0000,11533.9656,0.2500
2026-09-05T13:53:22.670152+00:00,7,2,0,1007,1000000,es,43910.0000,66171.1237,-0.1016
2026-09-05T13:55:25.732612+00:00,7,3,0,1007,1000000,server,3830.0000,11242.6627,0.7930
2026-09-05T13:55:25.732612+00:00,7,3,0,1007,1000000,es,48000.0000,65364.5877,-9.8047
2026-09-05T13:57:32.882825+00:00,7,4,0,1007,1000000,server,3820.0000,11390.9392,-0.5039
2026-09-05T13:57:32.882825+00:00,7,4,0,1007,1000000,es,56560.0000,69480.8595,-32.2305
2026-09-05T13:59:44.921559+00:00,7,5,0,1007,1000000,server,3880.0000,11459.7717,0.1719
2026-09-05T13:59:44.921559+00:00,7,5,0,1007,1000000,es,44510.0000,66745.5855,3.0977
2026-09-05T14:01:52.230383+00:00,7,6,0,1007,1000000,server,3860.0000,11371.3896,0.4688
2026-09-05T14:01:52.230383+00:00,7,6,0,1007,1000000,es,43910.0000,66430.4185,-0.3047
2026-09-05T14:03:58.343555+00:00,7,7,0,1007,1000000,server,3880.0000,11490.7490,-0.2461
2026-09-05T14:03:58.343555+00:00,7,7,0,1007,1000000,es,50190.0000,67007.7976,-10.0039
2026-09-05T14:06:08.378271+00:00,7,8,0,1007,1000000,server,3990.0000,11605.5525,-0.5664
2026-09-05T14:06:08.378271+00:00,7,8,0,1007,1000000,es,45180.0000,67177.3606,36.6562
2026-09-05T14:08:13.430851+00:00,7,9,0,1007,1000000,server,3910.0000,11550.2807,-0.0156
2026-09-05T14:08:13.430851+00:00,7,9,0,1007,1000000,es,45170.0000,67183.9298,0.7344
2026-09-05T14:10:19.579052+00:00,8,0,0,1008,1000000,server,3810.0000,11425.9855,5.7695
2026-09-05T14:10:19.579052+00:00,8,0,0,1008,1000000,es,43280.0000,66440.3436,3.2812
2026-09-05T14:12:23.498221+00:00,8,1,0,1008,1000000,server,3910.0000,11534.8806,2.4531
2026-09-05T14:12:23.498221+00:00,8,1,0,1008,1000000,es,44280.0000,67764.8597,3.3203
2026-09-05T14:14:28.496501+00:00,8,2,0,1008,1000000,server,3950.0000,11585.4834,0.1875
2026-09-05T14:14:28.496501+00:00,8,2,0,1008,1000000,es,44210.0000,66945.0781,-0.2930
2026-09-05T14:16:34.515151+00:00,8,3,0,1008,1000000,server,3920.0000,11488.5633,0.0664
2026-09-05T14:16:34.515151+00:00,8,3,0,1008,1000000,es,49690.0000,68002.2153,-9.6641
2026-09-05T14:18:40.613304+00:00,8,4,0,1008,1000000,server,3920.0000,11483.5375,0.1562
2026-09-05T14:18:40.613304+00:00,8,4,0,1008,1000000,es,53010.0000,66720.4217,-30.7617
2026-09-05T14:20:49.670295+00:00,8,5,0,1008,1000000,server,3570.0000,11091.1844,-0.0938
2026-09-05T14:20:49.670295+00:00,8,5,0,1008,1000000,es,43680.0000,66444.8910,0.3359
2026-09-05T14:22:55.607873+00:00,8,6,0,1008,1000000,server,3910.0000,11504.5371,0.5625
2026-09-05T14:22:55.607873+00:00,8,6,0,1008,1000000,es,49130.0000,67157.5443,-7.4219
2026-09-05T14:25:06.804217+00:00,8,7,0,1008,1000000,server,3950.0000,11609.3173,-0.5312
2026-09-05T14:25:06.804217+00:00,8,7,0,1008,1000000,es,47340.0000,70296.9778,0.5312
2026-09-05T14:27:17.853163+00:00,8,8,0,1008,1000000,server,3940.0000,11449.6077,-0.0195
2026-09-05T14:27:17.853163+00:00,8,8,0,1008,1000000,es,50620.0000,66975.7694,-12.8242
2026-09-05T14:29:29.817894+00:00,8,9,0,1008,1000000,server,3880.0000,11468.8973,0.3359
2026-09-05T14:29:29.817894+00:00,8,9,0,1008,1000000,es,44510.0000,67657.0752,0.0625
2026-09-05T14:31:34.269859+00:00,9,0,0,1009,1000000,server,3870.0000,11464.1641,5.3906
2026-09-05T14:31:34.269859+00:00,9,0,0,1009,1000000,es,44080.0000,66703.8242,3.1836
2026-09-05T14:33:36.181530+00:00,9,1,0,1009,1000000,server,3920.0000,11504.6778,0.7930
2026-09-05T14:33:36.181530+00:00,9,1,0,1009,1000000,es,43810.0000,66673.8418,3.4297
2026-09-05T14:35:41.166543+00:00,9,2,0,1009,1000000,server,3950.0000,11571.2801,0.2305
2026-09-05T14:35:41.166543+00:00,9,2,0,1009,1000000,es,45210.0000,67262.9780,-0.5234
2026-09-05T14:37:46.115831+00:00,9,3,0,1009,1000000,server,3870.0000,11626.0839,0.5156
2026-09-05T14:37:46.115831+00:00,9,3,0,1009,1000000,es,49220.0000,67349.2739,-9.7656
2026-09-05T14:39:53.173745+00:00,9,4,0,1009,1000000,server,3910.0000,11708.7252,-0.5859
2026-09-05T14:39:53.173745+00:00,9,4,0,1009,1000000,es,55010.0000,68493.6387,-30.8281
2026-09-05T14:42:04.152632+00:00,9,5,0,1009,1000000,server,3940.0000,11391.0364,0.4609
2026-09-05T14:42:04.152632+00:00,9,5,0,1009,1000000,es,44410.0000,66614.8162,2.9492
2026-09-05T14:44:13.192553+00:00,9,6,0,1009,1000000,server,3900.0000,11618.0119,0.0781
2026-09-05T14:44:13.192553+00:00,9,6,0,1009,1000000,es,47110.0000,69471.2290,-0.2031
2026-09-05T14:46:24.170772+00:00,9,7,0,1009,1000000,server,3880.0000,11432.2602,1.2227
2026-09-05T14:46:24.170772+00:00,9,7,0,1009,1000000,es,49280.0000,66924.6329,-10.3203
2026-09-05T14:48:32.103318+00:00,9,8,0,1009,1000000,server,3930.0000,11606.5212,0.3594
2026-09-05T14:48:32.103318+00:00,9,8,0,1009,1000000,es,44590.0000,66840.0828,-0.3047
2026-09-05T14:50:36.035342+00:00,9,9,0,1009,1000000,server,3510.0000,11082.4760,-0.0977
2026-09-05T14:50:36.035342+00:00,9,9,0,1009,1000000,es,50940.0000,66062.5775,-16.8320
