timestamp_utc,run,epoch,scenario,estimator,rule,gamma,lam,arrivals,pending_before,assigned,running,completed_this_epoch,completed_total,evicted_total,moves_this_epoch,constrained_tasks,overcommitted_nodes,mean_grant_ratio,solver_ms,solver_status,objective,est_cpu_err_mean,est_cpu_err_p90
2026-09-05T00:26:29.852567+00:00,0,0,static,static,request,10,1.0,38,38,38,38,0,0,0,0,0,0,1.0000,73.080,OPTIMAL,38.000000,,
2026-09-05T00:26:29.919130+00:00,0,0,sketch,sketch,p50,10,1.0,38,38,38,38,0,0,0,0,0,0,1.0000,65.975,OPTIMAL,38.000000,,
2026-09-05T00:26:29.984676+00:00,0,0,es,es,p50,10,1.0,38,38,38,38,0,0,0,0,0,0,1.0000,64.998,OPTIMAL,38.000000,,
2026-09-05T00:27:03.919545+00:00,0,1,static,static,request,10,1.0,23,23,61,61,0,0,0,0,0,0,1.0000,123.849,OPTIMAL,3823.000000,49.4735,92.2246
2026-09-05T00:27:04.091066+00:00,0,1,sketch,sketch,p50,10,1.0,23,23,61,61,0,0,0,0,0,0,1.0000,134.525,OPTIMAL,3823.000000,0.6043,1.0299
2026-09-05T00:27:05.078022+00:00,0,1,es,es,p50,10,1.0,23,23,61,61,0,0,0,0,0,0,1.0000,152.167,OPTIMAL,3823.000000,0.5610,1.0188
2026-09-05T00:27:38.923526+00:00,0,2,static,static,request,10,1.0,36,36,76,89,8,8,0,0,7,0,0.9955,441.504,OPTIMAL,4036.000000,47.7135,102.4385
2026-09-05T00:27:39.273528+00:00,0,2,sketch,sketch,p50,10,1.0,36,36,76,89,8,8,0,0,27,0,0.9647,293.779,OPTIMAL,4036.000000,6.2888,19.8785
2026-09-05T00:27:40.768100+00:00,0,2,es,es,p50,10,1.0,36,36,76,89,8,8,0,0,27,0,0.9649,834.890,OPTIMAL,4036.000000,6.2402,19.8084
2026-09-05T00:28:15.870176+00:00,0,3,static,static,request,10,1.0,34,34,47,103,10,18,0,0,6,0,0.9951,289.739,OPTIMAL,2324.000000,45.9900,89.6613
