timestamp_utc,run_id,epoch,seed,rows_ingested,emulator_rows,padding_rows,backend,query_shape,es_large_compression,cache_mode,repeat_count,mean_elapsed_ms,median_elapsed_ms,p90_elapsed_ms,p100_elapsed_ms,min_elapsed_ms,max_elapsed_ms,std_elapsed_ms,mean_es_took_ms,median_es_took_ms,json_path
2026-05-27T22:01:40.774560+00:00,1,5,1001,1000000,0,1000000,es_large,p50,1000,es_cache_disabled,10,1614.0326,1610.9275,1623.1897,1631.5931,1607.3601,1631.5931,7.9644,49.2633,49.0000,data/multi_run_epoch_query_breakdown_raw/run01_epoch05.json
2026-05-27T22:01:40.774613+00:00,1,5,1001,1000000,0,1000000,server,p90,1000,na,10,3.9532,3.2475,5.6610,6.9989,3.1274,6.9989,1.3340,,,data/multi_run_epoch_query_breakdown_raw/run01_epoch05.json
2026-05-27T22:01:40.774660+00:00,1,5,1001,1000000,0,1000000,es_default,p90,1000,es_cache_disabled,10,784.4916,783.5668,789.8905,800.3411,774.8381,800.3411,7.4164,21.9600,21.0000,data/multi_run_epoch_query_breakdown_raw/run01_epoch05.json
2026-05-27T22:01:40.774708+00:00,1,5,1001,1000000,0,1000000,es_large,p90,1000,es_cache_disabled,10,1627.9615,1615.8252,1675.2321,1691.0464,1604.9127,1691.0464,29.5194,49.6800,49.0000,data/multi_run_epoch_query_breakdown_raw/run01_epoch05.json
2026-05-27T22:01:40.774754+00:00,1,5,1001,1000000,0,1000000,server,p100,1000,na,10,3.4207,3.2054,3.4959,5.3747,3.1230,5.3747,0.6888,,,data/multi_run_epoch_query_breakdown_raw/run01_epoch05.json
2026-05-27T22:01:40.774798+00:00,1,5,1001,1000000,0,1000000,es_default,p100,1000,es_cache_disabled,10,789.9288,789.3582,796.2773,800.7492,778.3117,800.7492,6.0975,22.1900,22.0000,data/multi_run_epoch_query_breakdown_raw/run01_epoch05.json
2026-05-27T22:01:40.774844+00:00,1,5,1001,1000000,0,1000000,es_large,p100,1000,es_cache_disabled,10,1675.8853,1699.2327,1710.9357,1719.4738,1610.9027,1719.4738,43.9417,51.2933,52.0000,data/multi_run_epoch_query_breakdown_raw/run01_epoch05.json
2026-05-27T22:01:40.774889+00:00,1,5,1001,1000000,0,1000000,server,all_quantile,1000,na,10,3.8347,3.6419,3.9505,5.5429,3.5325,5.5429,0.6036,,,data/multi_run_epoch_query_breakdown_raw/run01_epoch05.json
2026-05-27T22:01:40.774932+00:00,1,5,1001,1000000,0,1000000,es_default,all_quantile,1000,es_cache_disabled,10,777.3324,776.6312,783.8876,789.5147,765.3270,789.5147,6.5390,21.6867,21.0000,data/multi_run_epoch_query_breakdown_raw/run01_epoch05.json
2026-05-27T22:01:40.774978+00:00,1,5,1001,1000000,0,1000000,es_large,all_quantile,1000,es_cache_disabled,10,1632.6526,1615.2215,1641.7697,1818.7474,1603.4303,1818.7474,65.7304,49.1467,49.0000,data/multi_run_epoch_query_breakdown_raw/run01_epoch05.json
2026-05-27T22:01:40.775023+00:00,1,5,1001,1000000,0,1000000,server,sum,1000,na,10,3.1188,2.8979,3.1760,5.0860,2.8362,5.0860,0.6925,,,data/multi_run_epoch_query_breakdown_raw/run01_epoch05.json
2026-05-27T22:01:40.775066+00:00,1,5,1001,1000000,0,1000000,es_default,sum,1000,es_cache_disabled,10,255.4757,254.4512,258.5141,265.5891,250.9876,265.5891,4.2849,4.3233,4.0000,data/multi_run_epoch_query_breakdown_raw/run01_epoch05.json
2026-05-27T22:01:40.775126+00:00,1,5,1001,1000000,0,1000000,es_large,sum,1000,es_cache_disabled,10,254.6802,254.0134,257.1134,260.4784,251.9241,260.4784,2.6196,4.3200,4.0000,data/multi_run_epoch_query_breakdown_raw/run01_epoch05.json
2026-05-27T22:01:40.775176+00:00,1,5,1001,1000000,0,1000000,server,all_in,1000,na,10,3.5934,3.5327,3.7988,3.9660,3.4556,3.9660,0.1584,,,data/multi_run_epoch_query_breakdown_raw/run01_epoch05.json
2026-05-27T22:01:40.775219+00:00,1,5,1001,1000000,0,1000000,es_default,all_in,1000,es_cache_disabled,10,894.0731,895.0084,901.0846,901.3564,885.9416,901.3564,5.4102,25.7800,25.0000,data/multi_run_epoch_query_breakdown_raw/run01_epoch05.json
2026-05-27T22:01:40.775264+00:00,1,5,1001,1000000,0,1000000,es_large,all_in,1000,es_cache_disabled,10,1768.5021,1746.2568,1820.1412,1896.9936,1709.6361,1896.9936,62.4770,54.2533,53.0000,data/multi_run_epoch_query_breakdown_raw/run01_epoch05.json
