group,epoch,node,agg_name,time_ns,build_ns,collect_ns,post_ns,reduce_ns
all,3,N021,mem_sum,4300666,334,4281862,112,0
all,3,N021,net_sum,4287897,240,4270600,96,0
all,3,N022,cpu_pct,17930843,44378,17844258,732,0
all,3,N022,mem_pct,11915430,37043,11857567,94,0
all,3,N022,net_pct,16645739,66235,16555949,77,0
all,3,N022,cpu_sum,3516003,1123,3496568,180,0
all,3,N022,mem_sum,3508858,383,3492068,75,0
all,3,N022,net_sum,3819720,377,3800503,75,0
all,3,N023,cpu_pct,22036144,29999,21951683,1018,0
all,3,N023,mem_pct,16224143,42250,16148085,124,0
all,3,N023,net_pct,21420834,75906,21303318,84,0
all,3,N023,cpu_sum,4321242,1248,4267281,204,0
all,3,N023,mem_sum,4323883,367,4288217,103,0
all,3,N023,net_sum,4263023,237,4241589,84,0
all,3,N024,cpu_pct,25839229,47081,25744518,807,0
all,3,N024,mem_pct,16256206,69522,16142484,88,0
all,3,N024,net_pct,7928431,62248,7847683,95,0
all,3,N024,cpu_sum,4409012,1274,4374490,148,0
all,3,N024,mem_sum,4285598,370,4265017,88,0
all,3,N024,net_sum,4291386,234,4267366,86,0
all,3,N025,cpu_pct,5825704,29405,5741490,662,0
all,3,N025,mem_pct,16360260,47831,16288892,126,0
all,3,N025,net_pct,9581326,36282,9518786,80,0
all,3,N025,cpu_sum,4299196,1176,4282332,170,0
all,3,N025,mem_sum,4370780,438,4346645,81,0
all,3,N025,net_sum,4297763,233,4278964,56,0
all,3,N026,cpu_pct,12044480,64197,11936328,813,0
all,3,N026,mem_pct,11902015,33882,11848239,86,0
all,3,N026,net_pct,7023946,36162,6956570,80,0
all,3,N026,cpu_sum,4131139,1391,4109355,180,0
all,3,N026,mem_sum,4215413,397,4190760,86,0
all,3,N026,net_sum,4127602,234,4114048,102,0
all,3,N027,cpu_pct,7137650,69394,7004089,814,0
all,3,N027,mem_pct,19352980,62532,19261846,102,0
all,3,N027,net_pct,9101943,52836,9020573,84,0
all,3,N027,cpu_sum,4289616,1702,4268272,190,0
all,3,N027,mem_sum,4417584,437,4388870,94,0
all,3,N027,net_sum,4247280,274,4226524,60,0
all,3,N028,cpu_pct,24306604,65083,24198426,775,0
all,3,N028,mem_pct,13211378,63269,13127168,109,0
all,3,N028,net_pct,24274852,47026,24203311,85,0
all,3,N028,cpu_sum,4313091,1773,4286632,165,0
all,3,N028,mem_sum,4383721,229,4361101,94,0
all,3,N028,net_sum,4320956,219,4301092,89,0
all,3,N029,cpu_pct,10044345,59370,9942612,692,0
all,3,N029,mem_pct,16920260,74130,16824343,96,0
all,3,N029,net_pct,15430584,39615,15373680,96,0
all,3,N029,cpu_sum,4329286,1275,4302018,228,0
all,3,N029,mem_sum,4274732,243,4248880,66,0
all,3,N029,net_sum,4302064,234,4281226,92,0
all,3,N030,cpu_pct,18979848,107347,18827134,695,0
all,3,N030,mem_pct,23418501,47968,23344982,98,0
all,3,N030,net_pct,9871657,64894,9767453,86,0
all,3,N030,cpu_sum,4444650,1382,4419730,278,0
all,3,N030,mem_sum,4214131,432,4197549,90,0
all,3,N030,net_sum,4217780,236,4202415,86,0
single,3,N001,cpu_pct,20321109,61876,20217024,682,0
single,3,N001,mem_pct,8528815,48829,8452409,105,0
single,3,N001,net_pct,15024553,64775,14916652,86,0
single,3,N001,cpu_sum,4294235,1247,4254035,198,0
single,3,N001,mem_sum,4331997,353,4303198,87,0
single,3,N001,net_sum,4267549,381,4252912,84,0
all,4,N001,cpu_pct,7428977,64730,7313092,1289,0
all,4,N001,mem_pct,12090861,27808,12027819,96,0
all,4,N001,net_pct,21847451,25546,21793976,88,0
all,4,N001,cpu_sum,4306442,1466,4285089,189,0
all,4,N001,mem_sum,4289010,280,4272210,83,0
all,4,N001,net_sum,4289572,345,4268794,81,0
all,4,N002,cpu_pct,10125374,74462,9993398,1648,0
all,4,N002,mem_pct,18773194,13154,18739390,84,0
all,4,N002,net_pct,21275003,19672,21228887,87,0
all,4,N002,cpu_sum,4289143,1703,4270647,284,0
all,4,N002,mem_sum,4267493,292,4235574,84,0
all,4,N002,net_sum,4284161,217,4266743,83,0
all,4,N003,cpu_pct,8137662,42713,8029998,1050,0
all,4,N003,mem_pct,14161326,58109,14067747,76,0
all,4,N003,net_pct,15996373,34134,15908998,73,0
all,4,N003,cpu_sum,3285418,1397,3266312,112,0
all,4,N003,mem_sum,3300168,212,3274168,72,0
all,4,N003,net_sum,3271262,200,3252329,72,0
all,4,N004,cpu_pct,17331836,67324,17218592,865,0
all,4,N004,mem_pct,7874057,81410,7769372,90,0
all,4,N004,net_pct,17680729,62226,17588451,88,0
all,4,N004,cpu_sum,4402691,1450,4380406,150,0
all,4,N004,mem_sum,4367426,389,4337777,82,0
all,4,N004,net_sum,4328173,287,4311420,85,0
all,4,N005,cpu_pct,17424129,54492,17321823,866,0
all,4,N005,mem_pct,8753009,63592,8667100,114,0
all,4,N005,net_pct,30710412,51428,30640188,83,0
all,4,N005,cpu_sum,4523793,1562,4503061,200,0
all,4,N005,mem_sum,4313782,255,4294229,81,0
all,4,N005,net_sum,4349453,225,4320834,82,0
all,4,N006,cpu_pct,12794069,36507,12707647,675,0
all,4,N006,mem_pct,10014743,55100,9931583,88,0
all,4,N006,net_pct,9130119,66456,9035354,93,0
all,4,N006,cpu_sum,4417543,1326,4395509,165,0
all,4,N006,mem_sum,4324244,262,4303814,100,0
all,4,N006,net_sum,4417178,240,4390111,87,0
all,4,N007,cpu_pct,10488617,18620,10423568,705,0
all,4,N007,mem_pct,10203866,69189,10106454,118,0
all,4,N007,net_pct,20865634,62773,20780796,129,0
all,4,N007,cpu_sum,4414447,1247,4396925,176,0
all,4,N007,mem_sum,4364864,374,4349099,102,0
all,4,N007,net_sum,4351877,237,4330536,89,0
all,4,N008,cpu_pct,26294500,70131,26185213,879,0
all,4,N008,mem_pct,26749647,31992,26692109,110,0
all,4,N008,net_pct,24011619,79032,23904603,88,0
all,4,N008,cpu_sum,4375863,1954,4354483,173,0
all,4,N008,mem_sum,4360501,222,4339572,84,0
all,4,N008,net_sum,4352697,234,4334849,86,0
all,4,N009,cpu_pct,6482904,50830,6385537,711,0
all,4,N009,mem_pct,23494384,35037,23436025,81,0
all,4,N009,net_pct,29422740,76098,29320378,83,0
all,4,N009,cpu_sum,4318882,1454,4286532,226,0
all,4,N009,mem_sum,4317089,374,4295269,105,0
all,4,N009,net_sum,4284574,203,4267280,55,0
all,4,N010,cpu_pct,15637342,30828,15555089,630,0
all,4,N010,mem_pct,10354225,40644,10276980,98,0
all,4,N010,net_pct,11002032,42321,10940004,88,0
all,4,N010,cpu_sum,4327179,1358,4305886,176,0
all,4,N010,mem_sum,4338506,321,4323186,88,0
all,4,N010,net_sum,4294298,252,4267027,86,0
all,4,N011,cpu_pct,27000827,57745,26903263,591,0
all,4,N011,mem_pct,16465269,67548,16375866,81,0
all,4,N011,net_pct,7745805,78941,7632841,92,0
all,4,N011,cpu_sum,4307289,1216,4282591,185,0
all,4,N011,mem_sum,5133484,440,5104631,95,0
all,4,N011,net_sum,4267963,242,4250234,81,0
all,4,N012,cpu_pct,9211518,60665,9111469,960,0
all,4,N012,mem_pct,6277504,51580,6203345,99,0
all,4,N012,net_pct,13110221,60069,13019648,68,0
all,4,N012,cpu_sum,4444685,1942,4412635,220,0
all,4,N012,mem_sum,4350338,338,4326634,93,0
all,4,N012,net_sum,4291945,237,4272200,54,0
all,4,N013,cpu_pct,7589002,105127,7420222,584,0
all,4,N013,mem_pct,18065316,48514,17984784,94,0
all,4,N013,net_pct,36216735,50701,36137476,94,0
all,4,N013,cpu_sum,4299151,1523,4274897,149,0
all,4,N013,mem_sum,4298410,248,4284090,89,0
all,4,N013,net_sum,4428746,255,4394813,89,0
all,4,N014,cpu_pct,12965874,49637,12866742,835,0
all,4,N014,mem_pct,16138533,36929,16074146,83,0
all,4,N014,net_pct,25230696,32508,25171180,86,0
all,4,N014,cpu_sum,4521249,1588,4500585,200,0
all,4,N014,mem_sum,4384637,338,4366464,85,0
all,4,N014,net_sum,4327238,371,4310600,83,0
all,4,N015,cpu_pct,12084807,58288,11973038,749,0
all,4,N015,mem_pct,21048084,66411,20963484,80,0
all,4,N015,net_pct,16818482,40154,16743819,79,0
all,4,N015,cpu_sum,4253791,1604,4235947,186,0
all,4,N015,mem_sum,4252366,244,4229902,80,0
all,4,N015,net_sum,4229174,230,4203651,80,0
all,4,N016,cpu_pct,10357518,38568,10273934,680,0
all,4,N016,mem_pct,15392615,29424,15340345,117,0
all,4,N016,net_pct,5899937,46977,5831617,86,0
all,4,N016,cpu_sum,4480193,1240,4451922,213,0
all,4,N016,mem_sum,4374718,263,4359693,94,0
all,4,N016,net_sum,4447199,228,4417914,86,0
all,4,N017,cpu_pct,7547687,70088,7434471,646,0
all,4,N017,mem_pct,28473080,38024,28412411,94,0
all,4,N017,net_pct,26115870,61624,26033808,86,0
all,4,N017,cpu_sum,4331525,1210,4313902,169,0
all,4,N017,mem_sum,4352604,354,4323869,103,0
all,4,N017,net_sum,4325841,255,4307139,86,0
all,4,N018,cpu_pct,10371656,26223,10279708,846,0
all,4,N018,mem_pct,16793069,40598,16720851,87,0
all,4,N018,net_pct,12596225,37807,12527202,74,0
all,4,N018,cpu_sum,4942347,1403,4908031,102,0
all,4,N018,mem_sum,4706229,360,4673647,73,0
all,4,N018,net_sum,4646209,193,4623511,74,0
all,4,N019,cpu_pct,67785333,76982,67664546,686,0
all,4,N019,mem_pct,15686288,37771,15616807,86,0
all,4,N019,net_pct,15175485,22857,15134919,81,0
all,4,N019,cpu_sum,4395688,1434,4371472,237,0
all,4,N019,mem_sum,4294355,326,4279263,82,0
all,4,N019,net_sum,4281406,230,4263620,88,0
all,4,N020,cpu_pct,23878686,69065,23767778,1004,0
all,4,N020,mem_pct,21798468,67727,21712191,101,0
all,4,N020,net_pct,26461147,77431,26365586,82,0
all,4,N020,cpu_sum,4049545,1464,4025516,201,0
all,4,N020,mem_sum,4028329,296,4001409,84,0
all,4,N020,net_sum,3952431,226,3930631,81,0
all,4,N021,cpu_pct,6490774,57834,6377194,614,0
all,4,N021,mem_pct,9518483,43030,9451207,101,0
all,4,N021,net_pct,8724115,34772,8664849,87,0
all,4,N021,cpu_sum,4440553,1500,4418967,219,0
all,4,N021,mem_sum,4361898,464,4340887,67,0
all,4,N021,net_sum,4355783,244,4338249,90,0
all,4,N022,cpu_pct,10007067,37737,9926123,608,0
all,4,N022,mem_pct,11848273,17446,11806279,82,0
all,4,N022,net_pct,16826532,34590,16751184,80,0
all,4,N022,cpu_sum,4232463,1275,4212040,133,0
all,4,N022,mem_sum,4154274,354,4136242,89,0
all,4,N022,net_sum,4181721,213,4156898,78,0
all,4,N023,cpu_pct,13616353,42690,13533741,603,0
all,4,N023,mem_pct,20345217,35442,20287445,85,0
all,4,N023,net_pct,22713545,38718,22655370,81,0
all,4,N023,cpu_sum,4379836,1200,4356617,172,0
all,4,N023,mem_sum,4536413,379,4512150,86,0
all,4,N023,net_sum,4371039,222,4346870,81,0
all,4,N024,cpu_pct,25780895,53727,25666416,573,0
all,4,N024,mem_pct,19684436,55685,19612172,83,0
all,4,N024,net_pct,19018517,26446,18969951,83,0
all,4,N024,cpu_sum,4301838,1037,4279353,188,0
all,4,N024,mem_sum,4875706,282,4855947,88,0
all,4,N024,net_sum,4259285,208,4236677,88,0
all,4,N025,cpu_pct,10084280,42286,10000121,602,0
all,4,N025,mem_pct,12499693,47939,12427502,88,0
all,4,N025,net_pct,17612096,39953,17552543,87,0
all,4,N025,cpu_sum,4474652,1290,4457529,194,0
all,4,N025,mem_sum,4327841,291,4309659,101,0
all,4,N025,net_sum,4353962,225,4323640,83,0
all,4,N026,cpu_pct,9440599,18914,9380545,650,0
all,4,N026,mem_pct,18629926,35348,18575450,97,0
all,4,N026,net_pct,18220479,66984,18129523,85,0
all,4,N026,cpu_sum,4358338,1162,4320109,186,0
all,4,N026,mem_sum,4340483,393,4320634,88,0
all,4,N026,net_sum,4370073,225,4347389,93,0
all,4,N027,cpu_pct,12173061,66048,12064743,644,0
all,4,N027,mem_pct,16257443,31957,16192652,89,0
all,4,N027,net_pct,16353908,72295,16260041,85,0
all,4,N027,cpu_sum,4415599,1335,4390678,211,0
all,4,N027,mem_sum,4441615,359,4426936,101,0
all,4,N027,net_sum,4247844,364,4229660,85,0
all,4,N028,cpu_pct,7693879,37801,7612578,588,0
all,4,N028,mem_pct,15708511,24619,15666284,86,0
all,4,N028,net_pct,24984341,29300,24918978,86,0
all,4,N028,cpu_sum,4458288,1424,4433504,198,0
all,4,N028,mem_sum,4403041,230,4381414,86,0
all,4,N028,net_sum,4499604,214,4481824,86,0
all,4,N029,cpu_pct,9934197,50198,9840628,585,0
all,4,N029,mem_pct,7404413,60910,7318379,88,0
all,4,N029,net_pct,12817919,27124,12744022,89,0
all,4,N029,cpu_sum,4331425,1426,4314704,190,0
all,4,N029,mem_sum,4264146,270,4244864,90,0
all,4,N029,net_sum,4283071,232,4271234,86,0
all,4,N030,cpu_pct,9832561,84621,9702013,610,0
all,4,N030,mem_pct,10790685,63945,10704509,88,0
all,4,N030,net_pct,7097604,72002,6990858,116,0
all,4,N030,cpu_sum,4336861,1516,4319631,134,0
all,4,N030,mem_sum,4338829,274,4313026,90,0
all,4,N030,net_sum,4329285,214,4309250,84,0
single,4,N001,cpu_pct,5935322,49567,5841443,525,0
single,4,N001,mem_pct,7068693,24991,7014901,71,0
single,4,N001,net_pct,16458928,19549,16420246,74,0
single,4,N001,cpu_sum,3566142,3235,3540483,162,0
single,4,N001,mem_sum,3820980,362,3806338,81,0
single,4,N001,net_sum,3545856,194,3523424,69,0
all,5,N001,cpu_pct,13649858,37079,13559235,531,0
all,5,N001,mem_pct,9080373,30452,9028491,97,0
all,5,N001,net_pct,17422350,20663,17376777,75,0
all,5,N001,cpu_sum,4126761,251,4111450,175,0
all,5,N001,mem_sum,4170429,191,4153595,84,0
all,5,N001,net_sum,4157687,146,4130427,82,0
all,5,N002,cpu_pct,7328542,39100,7242419,648,0
all,5,N002,mem_pct,12835059,56780,12756256,87,0
all,5,N002,net_pct,22639344,62083,22546004,73,0
all,5,N002,cpu_sum,4490004,283,4469000,192,0
all,5,N002,mem_sum,4302758,173,4279927,83,0
all,5,N002,net_sum,4490372,130,4478097,74,0
all,5,N003,cpu_pct,23656441,72615,23540551,549,0
all,5,N003,mem_pct,7218371,74158,7117517,86,0
all,5,N003,net_pct,13765785,68705,13677191,66,0
all,5,N003,cpu_sum,4403446,256,4375337,153,0
all,5,N003,mem_sum,4427727,160,4404942,82,0
all,5,N003,net_sum,4391205,128,4365560,74,0
all,5,N004,cpu_pct,18198817,70280,18082766,493,0
all,5,N004,mem_pct,7972452,56692,7896675,92,0
all,5,N004,net_pct,5768151,63610,5675848,75,0
all,5,N004,cpu_sum,3815990,268,3797513,155,0
all,5,N004,mem_sum,3819377,168,3800524,88,0
all,5,N004,net_sum,3748186,112,3732502,75,0
all,5,N005,cpu_pct,14585195,34340,14510688,397,0
all,5,N005,mem_pct,8978742,21221,8938535,86,0
all,5,N005,net_pct,16572334,59029,16494638,73,0
all,5,N005,cpu_sum,4187278,220,4163006,153,0
all,5,N005,mem_sum,4172260,168,4150226,80,0
all,5,N005,net_sum,4134063,112,4107451,71,0
all,5,N006,cpu_pct,7783865,46893,7687827,566,0
all,5,N006,mem_pct,17401586,39880,17339637,86,0
all,5,N006,net_pct,10229864,38971,10165285,74,0
all,5,N006,cpu_sum,4482456,214,4439402,163,0
all,5,N006,mem_sum,4396161,166,4380560,81,0
all,5,N006,net_sum,4380861,121,4359050,66,0
all,5,N007,cpu_pct,19226498,30676,19148475,622,0
all,5,N007,mem_pct,18711640,45230,18647127,94,0
all,5,N007,net_pct,8839128,64290,8744577,78,0
all,5,N007,cpu_sum,4026870,363,4008333,270,0
all,5,N007,mem_sum,4009805,210,3989738,86,0
all,5,N007,net_sum,3991616,123,3975471,52,0
all,5,N008,cpu_pct,10025558,39949,9939774,692,0
all,5,N008,mem_pct,9475183,43362,9408591,90,0
all,5,N008,net_pct,6432244,65291,6334434,66,0
all,5,N008,cpu_sum,4193823,299,4167194,214,0
all,5,N008,mem_sum,4154700,153,4135390,82,0
all,5,N008,net_sum,4195214,114,4138886,68,0
all,5,N009,cpu_pct,14225744,72595,14102675,587,0
all,5,N009,mem_pct,25489207,49170,25413547,92,0
all,5,N009,net_pct,24917371,82034,24807192,76,0
all,5,N009,cpu_sum,4386440,306,4366147,185,0
all,5,N009,mem_sum,4402251,162,4381366,84,0
all,5,N009,net_sum,4389305,138,4367115,87,0
all,5,N010,cpu_pct,22740743,68894,22624864,519,0
all,5,N010,mem_pct,23838417,16063,23802517,87,0
all,5,N010,net_pct,8298137,59552,8209790,74,0
all,5,N010,cpu_sum,3821552,230,3804278,179,0
all,5,N010,mem_sum,3782917,185,3766241,83,0
all,5,N010,net_sum,3755120,107,3736276,49,0
all,5,N011,cpu_pct,12129245,73265,12023970,461,0
all,5,N011,mem_pct,10227721,42920,10163787,88,0
all,5,N011,net_pct,3932958,64032,3847093,69,0
all,5,N011,cpu_sum,2847124,188,2824581,158,0
all,5,N011,mem_sum,2759675,144,2737194,78,0
all,5,N011,net_sum,2755070,102,2732665,45,0
all,5,N012,cpu_pct,8892588,34316,8823611,480,0
all,5,N012,mem_pct,15170226,53976,15087738,88,0
all,5,N012,net_pct,19312091,47808,19245035,74,0
all,5,N012,cpu_sum,4328331,223,4308335,144,0
all,5,N012,mem_sum,5188109,180,5166106,85,0
all,5,N012,net_sum,4370380,110,4348764,74,0
all,5,N013,cpu_pct,13948039,14442,13900676,548,0
all,5,N013,mem_pct,9263618,54474,9187061,89,0
all,5,N013,net_pct,6370738,70731,6276614,75,0
all,5,N013,cpu_sum,3951789,319,3928402,190,0
all,5,N013,mem_sum,3933326,158,3912768,83,0
all,5,N013,net_sum,4081060,109,4066657,61,0
all,5,N014,cpu_pct,20529360,64812,20414908,592,0
all,5,N014,mem_pct,7995230,89026,7875875,91,0
all,5,N014,net_pct,12972957,72488,12868421,75,0
all,5,N014,cpu_sum,4398404,336,4380627,140,0
all,5,N014,mem_sum,4335794,192,4312817,88,0
all,5,N014,net_sum,4322001,148,4300540,52,0
all,5,N015,cpu_pct,5700320,90156,5563376,442,0
all,5,N015,mem_pct,14974811,72155,14872763,92,0
all,5,N015,net_pct,7733421,92770,7623281,74,0
all,5,N015,cpu_sum,4386078,234,4358871,158,0
all,5,N015,mem_sum,4388790,180,4363759,84,0
all,5,N015,net_sum,4349116,136,4330079,72,0
all,5,N016,cpu_pct,32410466,37316,32322107,816,0
all,5,N016,mem_pct,20458559,68858,20371642,94,0
all,5,N016,net_pct,21001487,55810,20923042,82,0
all,5,N016,cpu_sum,4191596,334,4174221,166,0
all,5,N016,mem_sum,4146694,180,4117868,90,0
all,5,N016,net_sum,4100570,123,4078150,90,0
all,5,N017,cpu_pct,14246580,56459,14137488,480,0
all,5,N017,mem_pct,28596896,69539,28506590,85,0
all,5,N017,net_pct,10477639,63454,10383618,75,0
all,5,N017,cpu_sum,4367975,321,4350811,170,0
all,5,N017,mem_sum,4313431,168,4285302,104,0
all,5,N017,net_sum,4296602,118,4280885,100,0
all,5,N018,cpu_pct,18986577,38473,18913321,685,0
all,5,N018,mem_pct,5839904,35380,5782686,94,0
all,5,N018,net_pct,26600213,57191,26512763,74,0
all,5,N018,cpu_sum,4265649,306,4246961,165,0
all,5,N018,mem_sum,4301979,187,4275894,82,0
all,5,N018,net_sum,4238997,102,4223765,65,0
all,5,N019,cpu_pct,18027348,83676,17902148,451,0
all,5,N019,mem_pct,9488174,19751,9447052,89,0
all,5,N019,net_pct,10997536,46389,10935039,77,0
all,5,N019,cpu_sum,3967241,363,3943162,171,0
all,5,N019,mem_sum,3949064,197,3929667,84,0
all,5,N019,net_sum,3935450,114,3920946,80,0
all,5,N020,cpu_pct,26728458,93828,26591668,683,0
all,5,N020,mem_pct,12304993,73556,12207848,153,0
all,5,N020,net_pct,18179639,42803,18110817,130,0
all,5,N020,cpu_sum,4418173,374,4393617,264,0
all,5,N020,mem_sum,4404345,213,4382380,147,0
all,5,N020,net_sum,4387586,193,4368269,90,0
all,5,N021,cpu_pct,25609983,22839,25525042,609,0
all,5,N021,mem_pct,24100503,27068,24035468,77,0
all,5,N021,net_pct,9892797,42341,9825767,76,0
all,5,N021,cpu_sum,4537822,453,4493090,251,0
all,5,N021,mem_sum,4453863,203,4425105,90,0
all,5,N021,net_sum,4454958,101,4430471,96,0
all,5,N022,cpu_pct,19139449,45566,19054009,419,0
all,5,N022,mem_pct,12727272,65342,12637154,89,0
all,5,N022,net_pct,5346515,77336,5242578,77,0
all,5,N022,cpu_sum,2844540,214,2826337,167,0
all,5,N022,mem_sum,2849154,168,2830553,86,0
all,5,N022,net_sum,2893101,133,2873058,48,0
all,5,N023,cpu_pct,10980291,60015,10875505,440,0
all,5,N023,mem_pct,30620437,45362,30546333,99,0
all,5,N023,net_pct,12448497,32640,12393076,69,0
all,5,N023,cpu_sum,4312401,314,4288412,195,0
all,5,N023,mem_sum,4270365,157,4255019,83,0
all,5,N023,net_sum,4240433,134,4218268,82,0
all,5,N024,cpu_pct,6125967,67384,6013954,452,0
all,5,N024,mem_pct,18426532,31740,18372001,92,0
all,5,N024,net_pct,29625480,62286,29533166,76,0
all,5,N024,cpu_sum,4332529,332,4319013,188,0
all,5,N024,mem_sum,4350289,176,4327563,88,0
all,5,N024,net_sum,4312062,128,4295995,86,0
all,5,N025,cpu_pct,7305599,28837,7223397,393,0
all,5,N025,mem_pct,19784065,71658,19691982,74,0
all,5,N025,net_pct,5685653,65663,5588207,66,0
all,5,N025,cpu_sum,4393204,255,4379261,134,0
all,5,N025,mem_sum,4382626,182,4358052,83,0
all,5,N025,net_sum,4358967,151,4340188,70,0
all,5,N026,cpu_pct,26796150,84496,26674340,586,0
all,5,N026,mem_pct,15692388,53836,15611008,87,0
all,5,N026,net_pct,13776323,40954,13715780,74,0
all,5,N026,cpu_sum,4431408,333,4397623,172,0
all,5,N026,mem_sum,4395004,172,4379471,82,0
all,5,N026,net_sum,4547000,120,4524914,71,0
all,5,N027,cpu_pct,14164487,59809,14061838,483,0
all,5,N027,mem_pct,7245625,83266,7136640,86,0
all,5,N027,net_pct,6767222,56031,6684868,76,0
all,5,N027,cpu_sum,4399954,323,4379084,146,0
all,5,N027,mem_sum,4347435,183,4328254,83,0
all,5,N027,net_sum,4359610,146,4331589,77,0
all,5,N028,cpu_pct,20616198,63489,20516786,483,0
all,5,N028,mem_pct,19341626,58965,19261123,85,0
all,5,N028,net_pct,22776569,51711,22706059,76,0
all,5,N028,cpu_sum,4433976,206,4397812,152,0
all,5,N028,mem_sum,4410777,153,4388347,82,0
all,5,N028,net_sum,5215969,111,5195593,67,0
all,5,N029,cpu_pct,25563167,40898,25481036,569,0
all,5,N029,mem_pct,25236333,53358,25162336,89,0
all,5,N029,net_pct,32606237,54060,32519297,84,0
all,5,N029,cpu_sum,4459394,341,4438762,200,0
all,5,N029,mem_sum,4475855,163,4453202,85,0
all,5,N029,net_sum,4398170,145,4380217,49,0
all,5,N030,cpu_pct,29599659,31505,29518267,392,0
all,5,N030,mem_pct,9054468,62431,8969324,97,0
all,5,N030,net_pct,12373965,42549,12306499,77,0
all,5,N030,cpu_sum,4351831,3320,4324637,160,0
all,5,N030,mem_sum,4357634,152,4339238,89,0
all,5,N030,net_sum,4358247,143,4334317,79,0
single,5,N001,cpu_pct,13826204,33495,13755517,420,0
single,5,N001,mem_pct,9116545,26972,9073716,75,0
single,5,N001,net_pct,17413898,21680,17370903,76,0
single,5,N001,cpu_sum,4273012,322,4256841,140,0
single,5,N001,mem_sum,4267422,150,4249496,90,0
single,5,N001,net_sum,4274808,143,4252784,50,0
