timestamp_utc,rows,server_rtt_ms,es_rtt_ms
2026-02-15T23:14:43.058925+00:00,340000,11.3779,345.6764
2026-02-15T23:15:32.173800+00:00,350000,11.8931,379.7026
2026-02-15T23:16:22.504277+00:00,360000,11.9358,402.9162
2026-02-15T23:17:15.491760+00:00,370000,16.2619,391.2166
2026-02-15T23:18:08.778520+00:00,380000,10.9305,488.3844
2026-02-15T23:19:01.947653+00:00,390000,10.6762,421.1214
2026-02-15T23:19:58.289565+00:00,400000,11.6126,501.8461
2026-02-15T23:20:54.642166+00:00,410000,10.5170,461.3958
2026-02-15T23:21:53.122000+00:00,420000,15.1340,531.6504
2026-02-15T23:22:52.586397+00:00,430000,11.2633,545.6084
2026-02-15T23:23:53.292945+00:00,440000,12.5146,550.3945
2026-02-15T23:24:55.414391+00:00,450000,17.1232,530.5357
2026-02-15T23:25:59.227644+00:00,460000,12.8995,508.7549
2026-02-15T23:27:04.268081+00:00,470000,13.4434,544.7442
2026-02-15T23:28:10.248703+00:00,480000,11.7272,580.4129
2026-02-15T23:29:18.189785+00:00,490000,14.8599,461.8115
2026-02-15T23:30:27.262941+00:00,500000,15.0562,650.6671
2026-02-15T23:31:36.444860+00:00,510000,13.7451,640.3901
2026-02-15T23:32:47.392700+00:00,520000,18.0745,608.5519
2026-02-15T23:33:59.603785+00:00,530000,10.0486,529.1618
2026-02-15T23:35:12.743893+00:00,540000,10.3754,588.6727
2026-02-15T23:36:28.314840+00:00,550000,10.4218,482.3742
2026-02-15T23:37:44.583755+00:00,560000,11.8013,574.5274
2026-02-15T23:39:02.810947+00:00,570000,11.3442,554.7784
2026-02-15T23:40:21.936944+00:00,580000,9.8909,462.2084
2026-02-15T23:41:42.257760+00:00,590000,13.0789,608.9703
2026-02-15T23:43:04.700426+00:00,600000,11.3663,579.0007
2026-02-15T23:44:27.175639+00:00,610000,13.8176,622.7288
2026-02-15T23:45:51.646544+00:00,620000,11.3696,573.0292
2026-02-15T23:47:21.143284+00:00,630000,13.3904,587.4765
2026-02-15T23:48:47.798792+00:00,640000,10.4560,594.9543
2026-02-15T23:50:16.257666+00:00,650000,13.0744,589.9684
2026-02-15T23:51:46.892930+00:00,660000,11.1673,602.1842
2026-02-15T23:53:18.369745+00:00,670000,13.3176,590.8895
2026-02-15T23:54:52.156632+00:00,680000,13.4335,620.6990
2026-02-15T23:56:26.805523+00:00,690000,11.0571,619.6960
2026-02-15T23:58:02.597961+00:00,700000,13.0062,616.9745
2026-02-15T23:59:38.466376+00:00,710000,15.3657,571.6647
2026-02-16T00:01:16.329658+00:00,720000,11.9029,613.0153
2026-02-16T00:02:56.303937+00:00,730000,12.4736,664.0386
2026-02-16T00:04:37.231641+00:00,740000,11.7279,631.1080
2026-02-16T00:06:19.276454+00:00,750000,15.5249,664.5632
2026-02-16T00:08:03.494862+00:00,760000,14.6226,695.3655
2026-02-16T00:09:46.573532+00:00,770000,14.5401,746.3297
2026-02-16T00:11:33.541789+00:00,780000,16.5457,727.8516
2026-02-16T00:13:21.803793+00:00,790000,15.6926,744.6603
2026-02-16T00:15:11.111808+00:00,800000,13.8216,719.4850
2026-02-16T00:17:04.450982+00:00,810000,16.3984,802.1694
2026-02-16T00:18:56.673312+00:00,820000,13.9108,743.3381
2026-02-16T00:20:49.946376+00:00,830000,8.8004,795.1397
2026-02-16T00:22:44.184956+00:00,840000,8.6635,791.0476
2026-02-16T00:24:38.666343+00:00,850000,9.3927,757.2722
2026-02-16T00:26:34.201139+00:00,860000,11.4629,799.6303
2026-02-16T00:28:30.686631+00:00,870000,11.1178,752.0874
2026-02-16T00:30:30.285960+00:00,880000,10.0238,944.9874
2026-02-16T00:32:31.112332+00:00,890000,12.6319,917.9231
2026-02-16T00:34:33.765612+00:00,900000,12.0919,993.5758
2026-02-16T00:36:37.538075+00:00,910000,10.9760,943.7328
2026-02-16T00:38:41.979216+00:00,920000,10.8089,899.4332
2026-02-16T00:40:48.481574+00:00,930000,13.1117,1047.0838
2026-02-16T00:42:54.747353+00:00,940000,10.9962,1026.1312
2026-02-16T00:45:03.161294+00:00,950000,12.7845,1053.1215
2026-02-16T00:47:15.531537+00:00,960000,11.1374,1018.0480
2026-02-16T00:49:25.805897+00:00,970000,13.3296,902.1882
2026-02-16T00:51:36.444612+00:00,980000,10.9392,879.2135
2026-02-16T00:53:48.781482+00:00,990000,12.8492,1012.6177
2026-02-16T00:56:04.356904+00:00,1000000,12.1311,981.7328
