request_id,request_type,status,total_ms,estimate_ms,json_ms
04ca65e0,node_metrics,200 OK,182.204,85.769,1.900
4e4a352a,node_metrics,200 OK,201.755,97.049,1.592
f87f2b39,node_metrics,200 OK,261.493,125.178,2.423
c81a4ae1,node_metrics,200 OK,164.248,77.857,1.719
91826f18,node_metrics,200 OK,207.584,98.845,2.375
a09e7385,node_metrics,200 OK,157.819,75.048,1.652
2ceaef2b,node_metrics,200 OK,268.326,129.143,2.451
8bd75553,node_metrics,200 OK,209.229,100.521,1.637
0d67cf50,node_metrics,200 OK,256.250,123.562,2.265
b7aaac7a,node_metrics,200 OK,163.630,78.157,1.658
5c0834bc,node_metrics,200 OK,261.905,126.106,2.418
de762ffc,node_metrics,200 OK,198.281,94.984,1.618
e1d0c6e9,node_metrics,200 OK,264.433,126.741,2.415
fc8d4fe2,node_metrics,200 OK,157.514,75.014,1.688
714f96c4,node_metrics,200 OK,264.030,126.188,3.703
f3466095,node_metrics,200 OK,183.141,87.012,1.892
765597a5,node_metrics,200 OK,179.162,86.124,1.312
66cbfe88,node_metrics,200 OK,265.989,127.362,2.483
f6c5fd9d,node_metrics,200 OK,181.015,86.471,1.578
be66cabd,node_metrics,200 OK,203.535,97.754,1.585
073d0e88,node_metrics,200 OK,203.996,98.375,1.636
c683c535,node_metrics,200 OK,162.964,77.138,1.685
2076bee5,node_metrics,200 OK,150.190,71.375,1.050
b24c8e51,node_metrics,200 OK,201.851,96.967,1.628
11ead44a,node_metrics,200 OK,205.097,97.770,1.644
45d485f2,node_metrics,200 OK,204.474,98.092,1.632
eaf1a27c,node_metrics,200 OK,205.867,98.356,2.355
d22e0db9,node_metrics,200 OK,261.998,125.976,2.517
ec040929,node_metrics,200 OK,205.705,97.853,2.511
29236a36,node_metrics,200 OK,264.171,126.966,2.441
157a7533,node_metrics,200 OK,206.248,98.655,2.347
a31c3929,node_metrics,200 OK,136.142,63.935,1.396
946ec215,node_metrics,200 OK,259.273,124.687,2.408
c0d6f90e,node_metrics,200 OK,230.863,109.640,2.382
8cdc8bbe,node_metrics,200 OK,260.211,125.752,2.411
7688cffc,node_metrics,200 OK,274.110,130.539,2.448
a3c59d2a,node_metrics,200 OK,218.730,104.194,2.557
cb949148,node_metrics,200 OK,207.724,98.953,2.403
89ee371a,node_metrics,200 OK,262.182,126.649,2.395
8d754393,node_metrics,200 OK,291.177,140.127,2.506
38e787b1,node_metrics,200 OK,253.773,122.496,2.439
ebea86ad,node_metrics,200 OK,260.128,125.665,2.352
ae5fecc1,node_metrics,200 OK,191.416,90.700,1.852
682679ac,node_metrics,200 OK,261.361,125.527,2.407
0fd33b62,node_metrics,200 OK,206.881,98.723,2.366
33754a03,node_metrics,200 OK,262.762,126.203,2.431
7e9213bd,node_metrics,200 OK,258.442,123.578,3.705
07a1f72a,node_metrics,200 OK,206.698,98.658,2.460
47c29107,node_metrics,200 OK,212.965,102.442,1.590
5f4c80ee,node_metrics,200 OK,205.832,98.715,2.365
7835cfd3,node_metrics,200 OK,259.596,125.466,2.352
a8d89868,node_metrics,200 OK,260.701,125.612,2.380
a5c1b6cf,node_metrics,200 OK,206.858,98.462,2.362
da91e42d,node_metrics,200 OK,206.548,98.349,2.377
b707ac7b,node_metrics,200 OK,178.229,85.072,1.335
fd312349,node_metrics,200 OK,264.816,127.367,2.441
76817ddd,node_metrics,200 OK,148.976,70.760,1.057
233d11b2,node_metrics,200 OK,260.795,126.038,2.020
ada13892,node_metrics,200 OK,206.417,98.419,1.596
5de35984,node_metrics,200 OK,256.078,123.137,2.374
445025cd,node_metrics,200 OK,203.026,97.589,1.585
39d4dea1,node_metrics,200 OK,262.260,126.146,2.401
142be5f7,node_metrics,200 OK,232.355,111.134,2.691
b7db3df8,node_metrics,200 OK,204.067,97.186,2.418
bdc98f5c,node_metrics,200 OK,203.972,97.942,1.603
586c7fd9,node_metrics,200 OK,203.163,96.746,2.430
