variant,transport,epoch,pass,scope,n_subs,wall_ms,took_ms
D_td,serial,1,2,N027,1,38.836,35
D_td,serial,1,2,N028,1,39.300,35
D_td,serial,1,2,N029,1,39.145,35
D_td,serial,1,2,N030,1,38.984,35
D_hdr,serial,4,2,N001,1,31.557,27
D_hdr,serial,4,2,N002,1,31.971,28
D_hdr,serial,4,2,N003,1,32.462,28
D_hdr,serial,4,2,N004,1,31.502,27
D_hdr,serial,4,2,N005,1,30.957,26
D_hdr,serial,4,2,N006,1,30.819,26
D_hdr,serial,4,2,N007,1,31.879,27
D_hdr,serial,4,2,N008,1,30.727,26
D_hdr,serial,4,2,N009,1,30.975,27
D_hdr,serial,4,2,N010,1,31.305,27
D_hdr,serial,4,2,N011,1,32.303,28
D_hdr,serial,4,2,N012,1,31.555,27
D_hdr,serial,4,2,N013,1,31.676,27
D_hdr,serial,4,2,N014,1,31.003,26
D_hdr,serial,4,2,N015,1,30.692,26
D_hdr,serial,4,2,N016,1,30.235,26
D_hdr,serial,4,2,N017,1,31.416,27
D_hdr,serial,4,2,N018,1,31.224,27
D_hdr,serial,4,2,N019,1,32.038,28
D_hdr,serial,4,2,N020,1,31.408,27
D_hdr,serial,4,2,N021,1,31.392,27
D_hdr,serial,4,2,N022,1,31.692,27
D_hdr,serial,4,2,N023,1,31.214,27
D_hdr,serial,4,2,N024,1,31.276,27
D_hdr,serial,4,2,N025,1,31.144,27
D_hdr,serial,4,2,N026,1,30.929,27
D_hdr,serial,4,2,N027,1,31.621,27
D_hdr,serial,4,2,N028,1,31.917,27
D_hdr,serial,4,2,N029,1,31.413,27
D_hdr,serial,4,2,N030,1,32.579,28
D_td,serial,4,3,N001,1,53.235,49
D_td,serial,4,3,N002,1,52.914,49
D_td,serial,4,3,N003,1,55.448,51
D_td,serial,4,3,N004,1,53.697,49
D_td,serial,4,3,N005,1,53.313,49
D_td,serial,4,3,N006,1,53.071,49
D_td,serial,4,3,N007,1,54.231,50
D_td,serial,4,3,N008,1,53.001,49
D_td,serial,4,3,N009,1,46.796,43
D_td,serial,4,3,N010,1,52.891,49
D_td,serial,4,3,N011,1,53.528,50
D_td,serial,4,3,N012,1,53.814,50
D_td,serial,4,3,N013,1,53.165,49
D_td,serial,4,3,N014,1,47.161,43
D_td,serial,4,3,N015,1,52.935,49
D_td,serial,4,3,N016,1,52.764,49
D_td,serial,4,3,N017,1,50.184,46
D_td,serial,4,3,N018,1,46.267,42
D_td,serial,4,3,N019,1,46.558,42
D_td,serial,4,3,N020,1,53.172,49
D_td,serial,4,3,N021,1,52.589,48
D_td,serial,4,3,N022,1,54.605,50
D_td,serial,4,3,N023,1,54.630,50
D_td,serial,4,3,N024,1,53.040,49
D_td,serial,4,3,N025,1,52.862,49
D_td,serial,4,3,N026,1,53.906,50
D_td,serial,4,3,N027,1,53.092,49
D_td,serial,4,3,N028,1,53.230,49
D_td,serial,4,3,N029,1,52.672,49
D_td,serial,4,3,N030,1,52.919,49
D_hdr,msearch,3,3,BATCH,30,97.979,765
B,msearch,4,3,BATCH,30,37.009,259
D_hdr,msearch,1,3,BATCH,30,89.185,686
A,msearch,2,3,BATCH,30,7.949,1
B,msearch,5,3,BATCH,30,33.392,224
C_td,serial,3,3,N001,1,37.330,33
C_td,serial,3,3,N002,1,44.361,40
C_td,serial,3,3,N003,1,36.689,33
C_td,serial,3,3,N004,1,38.750,35
C_td,serial,3,3,N005,1,36.972,33
C_td,serial,3,3,N006,1,39.271,35
C_td,serial,3,3,N007,1,36.952,33
C_td,serial,3,3,N008,1,38.174,34
C_td,serial,3,3,N009,1,39.248,35
C_td,serial,3,3,N010,1,37.326,33
C_td,serial,3,3,N011,1,37.235,33
C_td,serial,3,3,N012,1,36.949,33
C_td,serial,3,3,N013,1,37.022,33
C_td,serial,3,3,N014,1,44.648,41
C_td,serial,3,3,N015,1,37.497,33
C_td,serial,3,3,N016,1,36.951,33
C_td,serial,3,3,N017,1,36.472,32
C_td,serial,3,3,N018,1,21.783,18
C_td,serial,3,3,N019,1,37.028,33
C_td,serial,3,3,N020,1,37.035,33
C_td,serial,3,3,N021,1,37.759,34
C_td,serial,3,3,N022,1,36.798,33
C_td,serial,3,3,N023,1,36.887,33
C_td,serial,3,3,N024,1,37.131,33
C_td,serial,3,3,N025,1,36.953,33
C_td,serial,3,3,N026,1,37.093,33
C_td,serial,3,3,N027,1,37.217,33
C_td,serial,3,3,N028,1,36.954,33
C_td,serial,3,3,N029,1,36.780,33
C_td,serial,3,3,N030,1,36.999,33
C_hdr,msearch,5,3,BATCH,30,84.670,671
B,serial,2,3,N001,1,10.630,6
B,serial,2,3,N002,1,10.263,6
B,serial,2,3,N003,1,9.807,6
B,serial,2,3,N004,1,9.719,6
B,serial,2,3,N005,1,9.656,6
B,serial,2,3,N006,1,9.672,6
B,serial,2,3,N007,1,9.710,6
B,serial,2,3,N008,1,10.664,7
B,serial,2,3,N009,1,9.638,6
B,serial,2,3,N010,1,9.770,6
B,serial,2,3,N011,1,9.599,6
B,serial,2,3,N012,1,9.845,6
B,serial,2,3,N013,1,9.644,6
B,serial,2,3,N014,1,9.643,6
B,serial,2,3,N015,1,9.691,6
B,serial,2,3,N016,1,9.710,6
B,serial,2,3,N017,1,9.896,6
B,serial,2,3,N018,1,9.574,6
B,serial,2,3,N019,1,9.675,6
B,serial,2,3,N020,1,10.012,6
B,serial,2,3,N021,1,9.669,6
B,serial,2,3,N022,1,10.422,6
B,serial,2,3,N023,1,10.001,6
B,serial,2,3,N024,1,9.769,6
B,serial,2,3,N025,1,9.576,6
B,serial,2,3,N026,1,9.696,6
B,serial,2,3,N027,1,8.047,4
B,serial,2,3,N028,1,9.795,6
B,serial,2,3,N029,1,9.764,6
B,serial,2,3,N030,1,9.668,6
D_hdr,serial,3,3,N001,1,27.015,23
D_hdr,serial,3,3,N002,1,30.839,26
D_hdr,serial,3,3,N003,1,25.956,21
D_hdr,serial,3,3,N004,1,27.351,23
D_hdr,serial,3,3,N005,1,25.872,21
D_hdr,serial,3,3,N006,1,28.178,24
D_hdr,serial,3,3,N007,1,23.857,19
D_hdr,serial,3,3,N008,1,26.371,22
D_hdr,serial,3,3,N009,1,28.540,23
D_hdr,serial,3,3,N010,1,25.550,21
D_hdr,serial,3,3,N011,1,30.942,27
D_hdr,serial,3,3,N012,1,25.718,21
D_hdr,serial,3,3,N013,1,25.699,21
D_hdr,serial,3,3,N014,1,25.251,21
D_hdr,serial,3,3,N015,1,25.251,21
D_hdr,serial,3,3,N016,1,23.856,20
D_hdr,serial,3,3,N017,1,24.906,21
D_hdr,serial,3,3,N018,1,25.687,22
D_hdr,serial,3,3,N019,1,25.780,22
D_hdr,serial,3,3,N020,1,25.251,21
D_hdr,serial,3,3,N021,1,25.770,22
D_hdr,serial,3,3,N022,1,25.382,21
D_hdr,serial,3,3,N023,1,26.149,22
D_hdr,serial,3,3,N024,1,25.590,21
D_hdr,serial,3,3,N025,1,25.988,22
D_hdr,serial,3,3,N026,1,26.093,22
D_hdr,serial,3,3,N027,1,26.039,22
D_hdr,serial,3,3,N028,1,26.335,22
D_hdr,serial,3,3,N029,1,25.832,21
D_hdr,serial,3,3,N030,1,26.142,22
A,serial,2,3,N001,1,4.168,0
A,serial,2,3,N002,1,4.290,0
A,serial,2,3,N003,1,4.262,0
A,serial,2,3,N004,1,4.258,0
A,serial,2,3,N005,1,4.249,0
A,serial,2,3,N006,1,4.222,0
A,serial,2,3,N007,1,4.219,0
A,serial,2,3,N008,1,4.197,0
A,serial,2,3,N009,1,4.182,0
A,serial,2,3,N010,1,4.206,0
A,serial,2,3,N011,1,4.223,0
A,serial,2,3,N012,1,4.158,0
A,serial,2,3,N013,1,4.189,0
A,serial,2,3,N014,1,4.173,0
A,serial,2,3,N015,1,4.322,0
A,serial,2,3,N016,1,4.206,0
A,serial,2,3,N017,1,4.298,0
A,serial,2,3,N018,1,4.126,0
A,serial,2,3,N019,1,4.255,0
A,serial,2,3,N020,1,4.241,0
A,serial,2,3,N021,1,4.271,0
A,serial,2,3,N022,1,4.188,0
A,serial,2,3,N023,1,4.182,0
A,serial,2,3,N024,1,4.210,0
A,serial,2,3,N025,1,4.163,0
A,serial,2,3,N026,1,4.260,0
A,serial,2,3,N027,1,4.186,0
A,serial,2,3,N028,1,4.029,0
A,serial,2,3,N029,1,4.262,0
A,serial,2,3,N030,1,4.273,0
C_td,msearch,2,3,BATCH,30,125.612,1065
A,serial,3,3,N001,1,4.938,1
A,serial,3,3,N002,1,4.470,1
A,serial,3,3,N003,1,4.525,1
A,serial,3,3,N004,1,4.480,1
A,serial,3,3,N005,1,4.393,1
A,serial,3,3,N006,1,4.478,1
A,serial,3,3,N007,1,4.405,1
A,serial,3,3,N008,1,4.500,1
A,serial,3,3,N009,1,4.402,1
A,serial,3,3,N010,1,4.485,1
A,serial,3,3,N011,1,4.335,1
A,serial,3,3,N012,1,4.247,1
A,serial,3,3,N013,1,4.185,1
A,serial,3,3,N014,1,4.188,1
A,serial,3,3,N015,1,4.231,1
A,serial,3,3,N016,1,4.318,1
A,serial,3,3,N017,1,4.361,0
A,serial,3,3,N018,1,4.413,1
A,serial,3,3,N019,1,4.540,1
A,serial,3,3,N020,1,4.393,1
A,serial,3,3,N021,1,4.447,1
A,serial,3,3,N022,1,4.390,1
A,serial,3,3,N023,1,4.455,1
A,serial,3,3,N024,1,4.457,1
A,serial,3,3,N025,1,4.547,1
A,serial,3,3,N026,1,4.500,1
A,serial,3,3,N027,1,4.420,1
A,serial,3,3,N028,1,4.479,1
A,serial,3,3,N029,1,4.439,1
A,serial,3,3,N030,1,4.392,1
B,serial,3,3,N001,1,8.763,5
B,serial,3,3,N002,1,8.536,5
B,serial,3,3,N003,1,8.602,5
B,serial,3,3,N004,1,10.926,7
B,serial,3,3,N005,1,8.739,5
B,serial,3,3,N006,1,10.800,7
B,serial,3,3,N007,1,8.658,5
B,serial,3,3,N008,1,8.767,5
B,serial,3,3,N009,1,10.477,6
B,serial,3,3,N010,1,9.002,5
B,serial,3,3,N011,1,10.142,6
B,serial,3,3,N012,1,8.249,4
B,serial,3,3,N013,1,6.905,3
B,serial,3,3,N014,1,6.123,2
B,serial,3,3,N015,1,8.574,5
B,serial,3,3,N016,1,8.205,5
B,serial,3,3,N017,1,11.760,8
B,serial,3,3,N018,1,8.144,4
B,serial,3,3,N019,1,8.919,5
B,serial,3,3,N020,1,8.509,5
B,serial,3,3,N021,1,6.494,3
B,serial,3,3,N022,1,8.473,5
B,serial,3,3,N023,1,8.349,5
B,serial,3,3,N024,1,8.303,4
B,serial,3,3,N025,1,8.635,5
B,serial,3,3,N026,1,8.302,5
B,serial,3,3,N027,1,8.351,5
B,serial,3,3,N028,1,8.679,5
B,serial,3,3,N029,1,8.326,4
B,serial,3,3,N030,1,8.107,5
B,msearch,1,3,BATCH,30,25.335,174
D_hdr,serial,2,3,N001,1,26.568,22
D_hdr,serial,2,3,N002,1,21.846,17
D_hdr,serial,2,3,N003,1,26.092,22
D_hdr,serial,2,3,N004,1,26.218,22
D_hdr,serial,2,3,N005,1,26.373,22
D_hdr,serial,2,3,N006,1,26.266,22
D_hdr,serial,2,3,N007,1,26.627,22
D_hdr,serial,2,3,N008,1,25.719,21
D_hdr,serial,2,3,N009,1,26.439,22
D_hdr,serial,2,3,N010,1,25.882,22
D_hdr,serial,2,3,N011,1,25.977,22
D_hdr,serial,2,3,N012,1,25.773,21
D_hdr,serial,2,3,N013,1,26.926,22
D_hdr,serial,2,3,N014,1,26.036,22
D_hdr,serial,2,3,N015,1,26.607,22
D_hdr,serial,2,3,N016,1,26.243,22
D_hdr,serial,2,3,N017,1,26.553,22
D_hdr,serial,2,3,N018,1,26.095,22
D_hdr,serial,2,3,N019,1,26.280,22
D_hdr,serial,2,3,N020,1,25.704,21
D_hdr,serial,2,3,N021,1,26.125,22
D_hdr,serial,2,3,N022,1,26.140,22
D_hdr,serial,2,3,N023,1,26.165,22
D_hdr,serial,2,3,N024,1,26.354,22
D_hdr,serial,2,3,N025,1,25.902,21
D_hdr,serial,2,3,N026,1,26.201,22
D_hdr,serial,2,3,N027,1,26.263,22
D_hdr,serial,2,3,N028,1,25.993,22
D_hdr,serial,2,3,N029,1,25.712,21
D_hdr,serial,2,3,N030,1,26.169,22
D_td,msearch,2,3,BATCH,30,140.539,1232
D_td,msearch,5,3,BATCH,30,155.555,1311
D_td,msearch,1,3,BATCH,30,123.778,1080
B,serial,4,3,N001,1,12.466,8
B,serial,4,3,N002,1,11.830,8
B,serial,4,3,N003,1,10.169,6
B,serial,4,3,N004,1,11.545,8
B,serial,4,3,N005,1,11.990,8
B,serial,4,3,N006,1,10.765,7
B,serial,4,3,N007,1,11.449,7
B,serial,4,3,N008,1,11.346,7
B,serial,4,3,N009,1,12.402,8
B,serial,4,3,N010,1,12.047,8
B,serial,4,3,N011,1,11.436,7
B,serial,4,3,N012,1,10.946,7
B,serial,4,3,N013,1,11.339,7
B,serial,4,3,N014,1,11.369,7
B,serial,4,3,N015,1,11.522,8
B,serial,4,3,N016,1,11.744,8
B,serial,4,3,N017,1,11.431,7
B,serial,4,3,N018,1,11.371,7
B,serial,4,3,N019,1,11.602,8
B,serial,4,3,N020,1,11.722,8
B,serial,4,3,N021,1,11.414,7
B,serial,4,3,N022,1,11.644,8
B,serial,4,3,N023,1,11.505,8
B,serial,4,3,N024,1,11.619,8
B,serial,4,3,N025,1,11.342,7
B,serial,4,3,N026,1,11.378,7
B,serial,4,3,N027,1,11.703,7
B,serial,4,3,N028,1,11.693,8
B,serial,4,3,N029,1,11.567,8
B,serial,4,3,N030,1,11.446,8
D_td,serial,3,3,N001,1,42.465,38
D_td,serial,3,3,N002,1,42.060,38
D_td,serial,3,3,N003,1,42.330,38
D_td,serial,3,3,N004,1,43.127,39
D_td,serial,3,3,N005,1,41.713,38
D_td,serial,3,3,N006,1,44.212,40
D_td,serial,3,3,N007,1,42.067,38
D_td,serial,3,3,N008,1,41.859,38
D_td,serial,3,3,N009,1,43.502,39
D_td,serial,3,3,N010,1,42.162,38
D_td,serial,3,3,N011,1,41.954,38
D_td,serial,3,3,N012,1,41.754,38
D_td,serial,3,3,N013,1,41.880,38
D_td,serial,3,3,N014,1,42.360,38
D_td,serial,3,3,N015,1,43.062,38
D_td,serial,3,3,N016,1,41.896,38
D_td,serial,3,3,N017,1,42.071,38
D_td,serial,3,3,N018,1,42.830,39
D_td,serial,3,3,N019,1,41.617,38
D_td,serial,3,3,N020,1,41.947,38
D_td,serial,3,3,N021,1,41.963,38
D_td,serial,3,3,N022,1,41.648,38
D_td,serial,3,3,N023,1,41.801,38
D_td,serial,3,3,N024,1,41.801,38
D_td,serial,3,3,N025,1,41.959,38
D_td,serial,3,3,N026,1,41.927,38
D_td,serial,3,3,N027,1,41.637,38
D_td,serial,3,3,N028,1,41.855,38
D_td,serial,3,3,N029,1,41.908,38
D_td,serial,3,3,N030,1,42.853,39
C_td,msearch,4,3,BATCH,30,165.123,1423
D_td,serial,2,3,N001,1,29.458,25
D_td,serial,2,3,N002,1,44.401,40
D_td,serial,2,3,N003,1,32.426,29
D_td,serial,2,3,N004,1,39.053,35
D_td,serial,2,3,N005,1,36.766,33
D_td,serial,2,3,N006,1,31.425,28
D_td,serial,2,3,N007,1,40.135,36
D_td,serial,2,3,N008,1,39.654,36
D_td,serial,2,3,N009,1,41.236,37
D_td,serial,2,3,N010,1,29.877,26
D_td,serial,2,3,N011,1,40.215,36
D_td,serial,2,3,N012,1,51.047,47
D_td,serial,2,3,N013,1,33.142,29
D_td,serial,2,3,N014,1,40.619,36
D_td,serial,2,3,N015,1,39.148,35
D_td,serial,2,3,N016,1,40.465,36
D_td,serial,2,3,N017,1,40.154,36
D_td,serial,2,3,N018,1,40.182,36
D_td,serial,2,3,N019,1,40.879,37
D_td,serial,2,3,N020,1,40.241,36
D_td,serial,2,3,N021,1,40.254,36
D_td,serial,2,3,N022,1,41.081,37
D_td,serial,2,3,N023,1,40.448,36
D_td,serial,2,3,N024,1,37.658,34
D_td,serial,2,3,N025,1,40.149,36
D_td,serial,2,3,N026,1,40.021,36
D_td,serial,2,3,N027,1,40.245,36
D_td,serial,2,3,N028,1,39.868,36
D_td,serial,2,3,N029,1,40.170,36
D_td,serial,2,3,N030,1,40.901,37
C_td,serial,1,3,N001,1,35.216,31
C_td,serial,1,3,N002,1,34.429,30
C_td,serial,1,3,N003,1,34.680,31
C_td,serial,1,3,N004,1,34.735,31
C_td,serial,1,3,N005,1,35.086,30
C_td,serial,1,3,N006,1,34.657,31
C_td,serial,1,3,N007,1,35.127,31
C_td,serial,1,3,N008,1,34.345,30
C_td,serial,1,3,N009,1,34.644,31
C_td,serial,1,3,N010,1,34.409,30
C_td,serial,1,3,N011,1,34.200,30
C_td,serial,1,3,N012,1,34.279,30
C_td,serial,1,3,N013,1,34.777,31
C_td,serial,1,3,N014,1,34.613,31
C_td,serial,1,3,N015,1,34.425,30
C_td,serial,1,3,N016,1,34.661,31
C_td,serial,1,3,N017,1,34.199,30
C_td,serial,1,3,N018,1,34.603,31
C_td,serial,1,3,N019,1,35.203,31
C_td,serial,1,3,N020,1,34.372,30
C_td,serial,1,3,N021,1,34.350,30
C_td,serial,1,3,N022,1,34.817,31
C_td,serial,1,3,N023,1,34.213,30
C_td,serial,1,3,N024,1,34.608,31
C_td,serial,1,3,N025,1,34.253,30
C_td,serial,1,3,N026,1,34.353,30
C_td,serial,1,3,N027,1,34.269,30
C_td,serial,1,3,N028,1,34.347,30
C_td,serial,1,3,N029,1,34.301,30
C_td,serial,1,3,N030,1,34.907,31
D_td,msearch,4,3,BATCH,30,173.768,1518
D_hdr,msearch,4,3,BATCH,30,113.363,881
B,msearch,3,3,BATCH,30,29.637,182
C_hdr,serial,1,3,N001,1,23.084,18
C_hdr,serial,1,3,N002,1,22.822,18
C_hdr,serial,1,3,N003,1,21.924,18
C_hdr,serial,1,3,N004,1,22.471,18
C_hdr,serial,1,3,N005,1,21.731,17
C_hdr,serial,1,3,N006,1,21.485,17
C_hdr,serial,1,3,N007,1,22.240,18
C_hdr,serial,1,3,N008,1,22.160,18
C_hdr,serial,1,3,N009,1,22.181,18
C_hdr,serial,1,3,N010,1,24.743,21
C_hdr,serial,1,3,N011,1,22.329,18
C_hdr,serial,1,3,N012,1,21.933,18
C_hdr,serial,1,3,N013,1,22.979,19
C_hdr,serial,1,3,N014,1,21.431,17
C_hdr,serial,1,3,N015,1,22.120,18
C_hdr,serial,1,3,N016,1,21.640,17
C_hdr,serial,1,3,N017,1,21.926,18
C_hdr,serial,1,3,N018,1,21.588,17
C_hdr,serial,1,3,N019,1,21.438,17
C_hdr,serial,1,3,N020,1,21.499,17
C_hdr,serial,1,3,N021,1,20.975,17
C_hdr,serial,1,3,N022,1,21.208,17
C_hdr,serial,1,3,N023,1,21.901,18
C_hdr,serial,1,3,N024,1,22.470,18
C_hdr,serial,1,3,N025,1,21.597,17
C_hdr,serial,1,3,N026,1,22.034,18
C_hdr,serial,1,3,N027,1,22.080,18
C_hdr,serial,1,3,N028,1,21.849,18
C_hdr,serial,1,3,N029,1,21.662,17
C_hdr,serial,1,3,N030,1,21.487,17
D_td,serial,5,3,N001,1,47.354,43
D_td,serial,5,3,N002,1,46.914,43
D_td,serial,5,3,N003,1,47.423,43
D_td,serial,5,3,N004,1,46.517,42
D_td,serial,5,3,N005,1,46.789,43
D_td,serial,5,3,N006,1,46.493,42
D_td,serial,5,3,N007,1,46.835,43
D_td,serial,5,3,N008,1,47.098,43
D_td,serial,5,3,N009,1,46.733,43
D_td,serial,5,3,N010,1,46.380,42
D_td,serial,5,3,N011,1,46.259,42
D_td,serial,5,3,N012,1,46.276,42
D_td,serial,5,3,N013,1,46.957,43
D_td,serial,5,3,N014,1,48.027,44
D_td,serial,5,3,N015,1,46.360,42
D_td,serial,5,3,N016,1,46.484,42
D_td,serial,5,3,N017,1,46.762,43
D_td,serial,5,3,N018,1,46.534,42
D_td,serial,5,3,N019,1,46.150,42
D_td,serial,5,3,N020,1,47.081,43
D_td,serial,5,3,N021,1,44.098,40
D_td,serial,5,3,N022,1,46.791,43
D_td,serial,5,3,N023,1,46.170,42
D_td,serial,5,3,N024,1,47.069,43
D_td,serial,5,3,N025,1,47.383,43
D_td,serial,5,3,N026,1,46.748,43
D_td,serial,5,3,N027,1,46.799,43
D_td,serial,5,3,N028,1,46.800,43
D_td,serial,5,3,N029,1,46.684,43
D_td,serial,5,3,N030,1,46.116,42
D_hdr,serial,1,3,N001,1,26.828,23
D_hdr,serial,1,3,N002,1,25.437,21
D_hdr,serial,1,3,N003,1,25.734,21
D_hdr,serial,1,3,N004,1,25.705,21
D_hdr,serial,1,3,N005,1,26.446,22
D_hdr,serial,1,3,N006,1,25.138,21
D_hdr,serial,1,3,N007,1,25.847,21
D_hdr,serial,1,3,N008,1,26.223,22
D_hdr,serial,1,3,N009,1,26.789,22
D_hdr,serial,1,3,N010,1,25.466,21
D_hdr,serial,1,3,N011,1,26.024,22
D_hdr,serial,1,3,N012,1,25.924,22
D_hdr,serial,1,3,N013,1,25.002,21
D_hdr,serial,1,3,N014,1,25.499,21
D_hdr,serial,1,3,N015,1,25.282,21
D_hdr,serial,1,3,N016,1,25.819,21
D_hdr,serial,1,3,N017,1,25.235,21
D_hdr,serial,1,3,N018,1,25.696,21
D_hdr,serial,1,3,N019,1,25.115,21
D_hdr,serial,1,3,N020,1,25.270,21
D_hdr,serial,1,3,N021,1,24.969,21
D_hdr,serial,1,3,N022,1,25.160,21
D_hdr,serial,1,3,N023,1,25.549,21
D_hdr,serial,1,3,N024,1,25.462,21
D_hdr,serial,1,3,N025,1,25.235,21
D_hdr,serial,1,3,N026,1,25.314,21
D_hdr,serial,1,3,N027,1,25.974,22
D_hdr,serial,1,3,N028,1,26.234,22
D_hdr,serial,1,3,N029,1,24.983,21
D_hdr,serial,1,3,N030,1,26.375,22
C_td,serial,2,3,N001,1,36.444,32
C_td,serial,2,3,N002,1,36.820,33
C_td,serial,2,3,N003,1,35.950,32
C_td,serial,2,3,N004,1,35.789,32
C_td,serial,2,3,N005,1,36.028,32
C_td,serial,2,3,N006,1,36.158,32
C_td,serial,2,3,N007,1,35.636,32
C_td,serial,2,3,N008,1,35.874,32
C_td,serial,2,3,N009,1,35.767,32
C_td,serial,2,3,N010,1,35.743,32
C_td,serial,2,3,N011,1,36.409,32
C_td,serial,2,3,N012,1,36.222,32
C_td,serial,2,3,N013,1,36.811,33
C_td,serial,2,3,N014,1,36.334,32
C_td,serial,2,3,N015,1,37.548,33
C_td,serial,2,3,N016,1,37.084,33
C_td,serial,2,3,N017,1,36.218,32
C_td,serial,2,3,N018,1,35.654,32
C_td,serial,2,3,N019,1,35.591,32
C_td,serial,2,3,N020,1,36.054,32
C_td,serial,2,3,N021,1,25.523,22
C_td,serial,2,3,N022,1,35.857,32
C_td,serial,2,3,N023,1,36.212,32
C_td,serial,2,3,N024,1,35.820,32
C_td,serial,2,3,N025,1,37.112,33
C_td,serial,2,3,N026,1,36.119,32
C_td,serial,2,3,N027,1,36.724,33
C_td,serial,2,3,N028,1,35.958,32
C_td,serial,2,3,N029,1,36.090,32
C_td,serial,2,3,N030,1,36.139,32
A,serial,1,3,N001,1,4.604,1
A,serial,1,3,N002,1,4.642,1
A,serial,1,3,N003,1,4.543,1
A,serial,1,3,N004,1,4.603,1
A,serial,1,3,N005,1,4.660,1
A,serial,1,3,N006,1,4.580,1
A,serial,1,3,N007,1,4.635,1
A,serial,1,3,N008,1,4.637,1
A,serial,1,3,N009,1,4.928,1
A,serial,1,3,N010,1,4.650,1
A,serial,1,3,N011,1,4.566,1
A,serial,1,3,N012,1,4.548,1
A,serial,1,3,N013,1,4.647,1
A,serial,1,3,N014,1,4.670,1
A,serial,1,3,N015,1,4.680,1
A,serial,1,3,N016,1,5.005,1
A,serial,1,3,N017,1,4.407,1
A,serial,1,3,N018,1,4.571,1
A,serial,1,3,N019,1,4.612,1
A,serial,1,3,N020,1,4.617,1
A,serial,1,3,N021,1,4.574,1
A,serial,1,3,N022,1,4.633,1
A,serial,1,3,N023,1,4.660,1
A,serial,1,3,N024,1,4.617,1
A,serial,1,3,N025,1,4.635,1
A,serial,1,3,N026,1,4.478,1
A,serial,1,3,N027,1,4.761,1
A,serial,1,3,N028,1,4.711,1
A,serial,1,3,N029,1,4.606,1
A,serial,1,3,N030,1,4.667,1
D_hdr,msearch,2,3,BATCH,30,96.892,749
C_hdr,serial,4,3,N001,1,27.876,23
C_hdr,serial,4,3,N002,1,26.713,22
C_hdr,serial,4,3,N003,1,27.963,23
C_hdr,serial,4,3,N004,1,26.486,22
C_hdr,serial,4,3,N005,1,26.478,22
C_hdr,serial,4,3,N006,1,25.804,21
C_hdr,serial,4,3,N007,1,26.126,22
C_hdr,serial,4,3,N008,1,26.250,22
C_hdr,serial,4,3,N009,1,27.346,23
C_hdr,serial,4,3,N010,1,25.488,21
C_hdr,serial,4,3,N011,1,26.137,22
C_hdr,serial,4,3,N012,1,26.018,22
C_hdr,serial,4,3,N013,1,26.276,22
C_hdr,serial,4,3,N014,1,26.820,22
C_hdr,serial,4,3,N015,1,26.289,22
C_hdr,serial,4,3,N016,1,26.866,22
C_hdr,serial,4,3,N017,1,26.714,22
C_hdr,serial,4,3,N018,1,26.609,22
C_hdr,serial,4,3,N019,1,26.830,22
C_hdr,serial,4,3,N020,1,25.970,22
C_hdr,serial,4,3,N021,1,26.391,22
C_hdr,serial,4,3,N022,1,26.664,22
C_hdr,serial,4,3,N023,1,26.633,22
C_hdr,serial,4,3,N024,1,27.025,23
C_hdr,serial,4,3,N025,1,25.750,21
C_hdr,serial,4,3,N026,1,25.767,22
C_hdr,serial,4,3,N027,1,26.840,23
C_hdr,serial,4,3,N028,1,26.536,22
C_hdr,serial,4,3,N029,1,25.795,21
C_hdr,serial,4,3,N030,1,26.093,22
C_td,msearch,5,3,BATCH,30,136.542,1214
C_hdr,msearch,2,3,BATCH,30,82.572,639
C_td,serial,5,3,N001,1,42.678,38
C_td,serial,5,3,N002,1,41.915,38
C_td,serial,5,3,N003,1,42.481,39
C_td,serial,5,3,N004,1,41.707,38
C_td,serial,5,3,N005,1,41.863,38
C_td,serial,5,3,N006,1,41.877,38
C_td,serial,5,3,N007,1,41.376,37
C_td,serial,5,3,N008,1,42.314,38
C_td,serial,5,3,N009,1,44.331,40
C_td,serial,5,3,N010,1,41.858,38
C_td,serial,5,3,N011,1,41.359,37
C_td,serial,5,3,N012,1,41.687,38
C_td,serial,5,3,N013,1,41.849,38
C_td,serial,5,3,N014,1,39.844,36
C_td,serial,5,3,N015,1,42.799,39
C_td,serial,5,3,N016,1,41.535,38
C_td,serial,5,3,N017,1,42.161,38
C_td,serial,5,3,N018,1,42.033,38
C_td,serial,5,3,N019,1,41.860,38
C_td,serial,5,3,N020,1,42.173,38
C_td,serial,5,3,N021,1,41.970,38
C_td,serial,5,3,N022,1,41.509,38
C_td,serial,5,3,N023,1,42.171,38
C_td,serial,5,3,N024,1,41.709,38
C_td,serial,5,3,N025,1,41.664,37
C_td,serial,5,3,N026,1,41.742,38
C_td,serial,5,3,N027,1,42.700,39
C_td,serial,5,3,N028,1,41.701,38
C_td,serial,5,3,N029,1,42.143,38
C_td,serial,5,3,N030,1,41.891,38
A,serial,5,3,N001,1,4.230,0
A,serial,5,3,N002,1,4.376,0
A,serial,5,3,N003,1,4.468,1
A,serial,5,3,N004,1,4.205,0
A,serial,5,3,N005,1,4.193,0
A,serial,5,3,N006,1,4.341,0
A,serial,5,3,N007,1,4.227,0
A,serial,5,3,N008,1,4.307,0
A,serial,5,3,N009,1,4.337,0
A,serial,5,3,N010,1,4.376,1
A,serial,5,3,N011,1,4.326,0
