timestamp_utc,rows,repeat,server_ingest_ms,server_query_ms
2026-05-26T21:00:25.446075+00:00,1000,1,4.0926,2.4895
2026-05-26T21:00:25.446219+00:00,2000,1,5.2034,1.2879
2026-05-26T21:00:25.446222+00:00,4000,1,11.6765,1.4245
